epoch, batch, loss, loss_force_constant, loss_e, f_mae, e/N_mae, force_constant_mae
   26,    74,           1358.6,           1358.5,         0.023695,          0.19994,          0.15393,           1358.5
   26,    75,           876.26,           875.67,          0.59805,           0.1312,          0.77334,           875.67
   26,    76,           808.11,            806.8,           1.3062,         0.074334,           1.1429,            806.8
   26,    77,           35.053,           24.077,           10.977,       0.00015291,           3.3131,           24.077
   26,    78,           847.35,           846.73,          0.62188,          0.15453,          0.78859,           846.73
   26,    79,           931.62,            931.6,         0.020757,          0.11713,          0.14407,            931.6
   26,    80,           1062.7,           1061.3,           1.4167,         0.089334,           1.1903,           1061.3
   26,    81,           872.35,           871.71,          0.64325,          0.36806,          0.80203,           871.71
   26,    82,           951.53,            951.5,          0.02427,           0.1368,          0.15579,            951.5
   26,    83,           1393.9,           1393.9,        0.0070944,          0.14316,         0.084229,           1393.9
   26,    84,           1042.8,           1042.3,          0.47084,          0.10722,          0.68618,           1042.3
   26,    85,           713.65,           708.72,           4.9318,          0.33995,           2.2208,           708.72
   26,    86,           1244.7,           1244.7,        0.0011447,          0.20726,         0.033834,           1244.7
   26,    87,           851.22,           847.98,           3.2393,         0.076616,           1.7998,           847.98
   26,    88,           895.71,           895.22,          0.48859,         0.096986,          0.69899,           895.22
   26,    89,           1125.6,           1125.2,          0.47705,           0.2574,          0.69069,           1125.2
   26,    90,           1023.6,             1023,           0.5945,          0.25259,          0.77104,             1023
   26,    91,           1145.2,           1143.5,           1.7396,          0.19511,           1.3189,           1143.5
   26,    92,           1254.5,           1254.5,       2.0329e-06,         0.054255,        0.0014258,           1254.5
   26,    93,           1036.3,           1036.3,        0.0035632,          0.31586,         0.059692,           1036.3
   26,    94,             1038,           1037.6,          0.42075,          0.31658,          0.64865,           1037.6
   26,    95,           142.37,           142.15,          0.22781,       7.2123e-06,          0.47729,           142.15
   26,    96,             1165,           1164.8,          0.23177,         0.054171,          0.48142,           1164.8
   26,    97,           1274.2,           1266.4,           7.8181,          0.23218,           2.7961,           1266.4
   26,    98,           1055.4,           1055.4,        0.0002966,           0.1305,         0.017222,           1055.4
   26,    99,           879.95,           879.87,         0.084702,           0.1583,          0.29104,           879.87
   26,   100,             1089,             1089,         0.003041,           0.1301,         0.055145,             1089
   26,   101,           1051.7,           1051.3,          0.42375,          0.16991,          0.65096,           1051.3
   26,   102,             1258,           1257.7,          0.22531,            0.319,          0.47467,           1257.7
   26,   103,           800.64,           800.21,          0.43163,          0.14259,          0.65698,           800.21
   26,   104,           993.76,           993.39,          0.37279,          0.18444,          0.61057,           993.39
   26,   105,           992.96,           992.47,           0.4891,          0.16102,          0.69935,           992.47
   26,   106,           1421.7,           1421.7,        0.0035067,          0.12868,         0.059218,           1421.7
   26,   107,           1160.5,           1159.1,           1.4099,           1.3273,           1.1874,           1159.1
   26,   108,           999.38,           987.04,            12.34,          0.39763,           3.5128,           987.04
   26,   109,           1081.2,           1080.7,          0.46655,          0.19176,          0.68304,           1080.7
   26,   110,           466.46,           466.46,       0.00047488,          0.24293,         0.021792,           466.46
   26,   111,           4495.4,           4495.3,           0.1365,          0.16599,          0.36945,           4495.3
   26,   112,           985.46,           985.45,         0.010604,          0.10692,          0.10298,           985.45
   26,   113,           893.02,           892.81,           0.2082,          0.11803,          0.45629,           892.81
   26,   114,           796.56,           796.55,         0.011876,          0.11048,          0.10898,           796.55
   26,   115,           1220.9,           1220.5,            0.376,         0.055003,          0.61319,           1220.5
   26,   116,           1202.3,           1202.3,         0.016296,          0.31294,          0.12766,           1202.3
   26,   117,           300.32,           300.32,        0.0061338,          0.15656,         0.078318,           300.32
   26,   118,           1342.5,           1342.5,        0.0083596,          0.23956,         0.091431,           1342.5
   26,   119,           1738.7,           1738.4,          0.29343,          0.71362,          0.54169,           1738.4
   26,   120,              928,              928,         0.003607,          0.17783,         0.060059,              928
   26,   121,           1062.9,           1062.9,         0.020781,          0.33804,          0.14415,           1062.9
   26,   122,           809.53,           809.18,          0.35587,         0.053952,          0.59655,           809.18
   26,   123,             1399,           1397.6,           1.3975,          0.36103,           1.1821,           1397.6
   26,   124,            556.2,           555.16,           1.0381,          0.88698,           1.0189,           555.16
   26,   125,           931.88,           931.88,        0.0044967,          0.16076,         0.067057,           931.88
   26,   126,           1264.5,           1264.5,         0.020367,          0.27846,          0.14271,           1264.5
   26,   127,           1170.1,             1170,         0.002088,          0.31098,         0.045695,             1170
   26,   128,           1083.3,             1083,          0.32117,         0.093173,          0.56672,             1083
   26,   129,           901.02,           900.95,         0.071185,          0.12945,          0.26681,           900.95
   26,   130,           1212.8,           1212.7,         0.084005,          0.18976,          0.28984,           1212.7
   26,   131,           827.54,           827.52,         0.018507,           0.3444,          0.13604,           827.52
   26,   132,           618.89,           616.36,           2.5297,          0.13516,           1.5905,           616.36
   26,   133,           966.88,           966.05,           0.8304,           0.2949,          0.91127,           966.05
   26,   134,            706.9,           706.12,          0.77536,          0.13648,          0.88054,           706.12
   26,   135,           788.23,           788.12,          0.11309,         0.054361,          0.33629,           788.12
   26,   136,           681.64,           678.48,           3.1648,          0.24725,            1.779,           678.48
   26,   137,           412.49,           412.42,         0.064083,         0.089135,          0.25315,           412.42
   26,   138,           721.62,            721.6,         0.020735,          0.30348,            0.144,            721.6
   26,   139,              727,           726.74,          0.26889,         0.040827,          0.51854,           726.74
   26,   140,           302.17,           299.73,           2.4403,       2.2191e-06,           1.5621,           299.73
   26,   141,           1068.5,             1068,          0.49961,          0.24344,          0.70683,             1068
   26,   142,           691.01,           690.43,          0.58136,          0.14717,          0.76247,           690.43
   26,   143,           700.41,           698.21,           2.1971,         0.056598,           1.4823,           698.21
   26,   144,           1106.1,             1106,         0.084874,          0.23426,          0.29133,             1106
   26,   145,           1247.4,           1246.7,          0.63796,          0.16689,          0.79873,           1246.7
   26,   146,           1082.2,           1082.1,          0.11006,         0.055418,          0.33175,           1082.1
   26,   147,           1346.7,           1346.2,           0.5655,         0.059286,            0.752,           1346.2
   26,   148,           707.47,           706.93,          0.53803,          0.16529,          0.73351,           706.93
   26,   149,           359.75,           359.01,          0.73186,       4.6788e-06,          0.85549,           359.01
   26,   150,           773.31,            773.3,         0.013057,          0.30922,          0.11427,            773.3
   26,   151,           869.04,           869.04,       0.00065436,          0.28916,         0.025581,           869.04
   26,   152,           1221.2,           1214.8,           6.3797,            0.181,           2.5258,           1214.8
   26,   153,           569.39,           566.68,           2.7148,          0.15088,           1.6477,           566.68
   26,   154,           675.44,           672.66,           2.7729,         0.078834,           1.6652,           672.66
   26,   155,           691.86,           690.03,           1.8223,           0.1109,           1.3499,           690.03
   26,   156,           1042.1,           1041.8,          0.32636,          0.17851,          0.57128,           1041.8
   26,   157,           800.78,           800.69,         0.090773,         0.012353,          0.30128,           800.69
   26,   158,           412.24,           411.55,          0.68863,          0.59574,          0.82984,           411.55
   26,   159,           1019.8,           1018.5,           1.2717,          0.34733,           1.1277,           1018.5
   26,   160,           442.69,           442.68,        0.0091476,          0.19209,         0.095643,           442.68
   26,   161,           1157.4,           1157.1,          0.24229,          0.34557,          0.49223,           1157.1
   26,   162,           418.34,           417.66,          0.68352,          0.07087,          0.82675,           417.66
   26,   163,           905.84,           905.21,          0.62655,          0.26722,          0.79155,           905.21
   26,   164,           953.62,           951.51,           2.1124,          0.17565,           1.4534,           951.51
   26,   165,           1072.1,           1071.8,          0.26507,          0.20171,          0.51485,           1071.8
   26,   166,           1170.1,             1170,         0.038827,          0.25709,          0.19705,             1170
   26,   167,            957.6,           956.85,          0.74712,         0.096214,          0.86436,           956.85
   26,   168,           1154.9,           1154.2,          0.70005,           0.2085,          0.83669,           1154.2
   27,     1,           1209.2,           1209.2,         0.034989,          0.25586,          0.18705,           1209.2
   27,     2,           1101.8,           1101.1,          0.72464,          0.18819,          0.85126,           1101.1
   27,     3,           1228.4,           1227.7,          0.67967,           0.3043,          0.82442,           1227.7
   27,     4,           891.97,           891.94,          0.02372,          0.10872,          0.15401,           891.94
   27,     5,            883.5,           883.49,         0.012955,          0.11576,          0.11382,           883.49
   27,     6,           1360.4,           1358.5,            1.946,          0.17062,            1.395,           1358.5
   27,     7,           1181.9,           1181.7,          0.18371,          0.30189,          0.42861,           1181.7
   27,     8,           1010.6,           1006.7,           3.8575,          0.12583,            1.964,           1006.7
   27,     9,             1194,           1192.2,           1.8101,          0.13047,           1.3454,           1192.2
   27,    10,           876.83,           872.79,           4.0378,         0.052485,           2.0094,           872.79
   27,    11,           1321.4,           1321.4,         0.011693,         0.058878,          0.10813,           1321.4
   27,    12,           31.788,           19.479,           12.309,       0.00014604,           3.5084,           19.479
   27,    13,           825.43,           825.16,          0.27241,         0.052066,          0.52193,           825.16
   27,    14,           848.89,           848.43,          0.45964,          0.12014,          0.67797,           848.43
   27,    15,            634.9,           634.42,          0.48173,          0.18692,          0.69406,           634.42
   27,    16,           1005.8,           1005.5,          0.36054,         0.051257,          0.60045,           1005.5
   27,    17,           26.117,           14.999,           11.118,       1.9187e-07,           3.3343,           14.999
   27,    18,            917.1,           917.09,        0.0057172,         0.077685,         0.075612,           917.09
   27,    19,           399.94,           399.93,        0.0044781,         0.044985,         0.066919,           399.93
   27,    20,           569.52,           569.16,          0.36544,          0.35109,          0.60451,           569.16
   27,    21,           647.67,           646.28,           1.3922,          0.14426,           1.1799,           646.28
   27,    22,           1490.8,           1487.5,           3.2275,          0.14695,           1.7965,           1487.5
   27,    23,           782.41,           782.34,         0.065282,         0.036283,           0.2555,           782.34
   27,    24,           963.88,           963.29,          0.59588,          0.24706,          0.77193,           963.29
   27,    25,           857.68,           855.71,            1.973,          0.11189,           1.4046,           855.71
   27,    26,           1206.1,             1206,         0.011085,          0.24775,          0.10529,             1206
   27,    27,           1205.1,           1204.4,          0.68384,          0.24403,          0.82695,           1204.4
   27,    28,           4963.4,           4962.3,           1.1274,          0.12422,           1.0618,           4962.3
   27,    29,           1128.1,           1127.9,          0.21763,          0.19092,          0.46651,           1127.9
   27,    30,           994.83,           994.22,          0.60989,          0.20886,          0.78096,           994.22
   27,    31,           437.32,           437.18,          0.13562,          0.26809,          0.36826,           437.18
   27,    32,           847.36,           847.36,        0.0011966,         0.011573,         0.034592,           847.36
   27,    33,            836.4,           833.61,           2.7904,          0.45994,           1.6705,           833.61
   27,    34,           1464.6,           1463.8,          0.86894,          0.30432,          0.93217,           1463.8
   27,    35,           825.68,           825.68,       0.00092822,          0.14905,         0.030467,           825.68
   27,    36,           738.73,           738.67,         0.067225,          0.17987,          0.25928,           738.67
   27,    37,           1163.1,           1163.1,         0.019471,          0.10331,          0.13954,           1163.1
   27,    38,             1390,             1390,        0.0036807,          0.15427,         0.060669,             1390
   27,    39,           480.46,           480.42,         0.047698,          0.15364,           0.2184,           480.42
   27,    40,           1116.2,           1114.2,           2.0375,          0.21529,           1.4274,           1114.2
   27,    41,             1329,             1329,         0.021587,          0.13585,          0.14692,             1329
   27,    42,           993.34,           992.85,          0.48787,          0.21886,          0.69848,           992.85
   27,    43,           895.83,           895.83,       4.0293e-05,          0.22155,        0.0063477,           895.83
   27,    44,           890.97,           890.95,         0.020656,         0.028032,          0.14372,           890.95
   27,    45,           1274.6,           1274.6,        0.0023338,          0.26809,         0.048309,           1274.6
   27,    46,           1723.6,           1723.2,          0.35882,          0.51305,          0.59901,           1723.2
   27,    47,           946.01,           945.68,          0.33393,          0.14493,          0.57787,           945.68
   27,    48,           1193.8,           1193.5,          0.34968,          0.20138,          0.59134,           1193.5
   27,    49,             1036,           1035.6,          0.40699,          0.22275,          0.63796,           1035.6
   27,    50,           381.46,            381.2,          0.25906,       4.5688e-06,          0.50898,            381.2
   27,    51,           1186.4,           1186.4,       1.2103e-05,          0.31367,         0.003479,           1186.4
   27,    52,           1153.9,           1153.3,          0.64269,          0.24766,          0.80168,           1153.3
   27,    53,           1187.8,           1187.4,          0.39047,           0.1296,          0.62488,           1187.4
   27,    54,           1126.4,             1126,          0.38422,          0.20534,          0.61985,             1126
   27,    55,           455.85,           452.19,           3.6593,         0.079507,           1.9129,           452.19
   27,    56,           1206.8,           1206.8,        0.0076356,          0.26783,         0.087382,           1206.8
   27,    57,           877.63,           877.62,           0.0179,          0.22166,          0.13379,           877.62
   27,    58,           1264.1,           1263.5,          0.58695,          0.39361,          0.76613,           1263.5
   27,    59,           892.87,           892.67,          0.19959,          0.38118,          0.44676,           892.67
   27,    60,           298.16,           298.15,         0.018787,          0.12385,          0.13706,           298.15
   27,    61,           4331.2,           4330.7,           0.5427,          0.14771,          0.73668,           4330.7
   27,    62,           533.81,           527.19,            6.625,          0.33239,           2.5739,           527.19
   27,    63,           764.65,           764.54,          0.11426,          0.29578,          0.33803,           764.54
   27,    64,           920.72,           920.72,       2.2087e-05,          0.15876,        0.0046997,           920.72
   27,    65,           806.53,           787.44,            19.09,          0.34367,           4.3693,           787.44
   27,    66,            778.6,           778.53,           0.0715,         0.017608,           0.2674,           778.53
   27,    67,           1296.4,           1296.1,          0.31854,          0.37811,          0.56439,           1296.1
   27,    68,           805.64,           805.63,        0.0094179,          0.16396,         0.097046,           805.63
   27,    69,           1013.7,             1012,           1.7559,          0.13945,           1.3251,             1012
   27,    70,           749.06,           744.53,           4.5265,          0.90204,           2.1276,           744.53
   27,    71,           1033.7,           1033.2,          0.45284,          0.26599,          0.67293,           1033.2
   27,    72,           844.72,           844.71,         0.010321,          0.20503,          0.10159,           844.71
   27,    73,           445.11,            445.1,        0.0067252,          0.45667,         0.082007,            445.1
   27,    74,           1071.2,           1070.9,           0.2502,          0.17914,           0.5002,           1070.9
   27,    75,           792.16,           790.52,           1.6394,          0.14362,           1.2804,           790.52
   27,    76,           922.16,           922.16,        0.0040487,          0.22687,         0.063629,           922.16
   27,    77,           1107.5,           1106.5,          0.97381,          0.38768,          0.98682,           1106.5
   27,    78,             1381,           1380.9,         0.013769,          0.10884,          0.11734,           1380.9
   27,    79,           986.39,           984.95,           1.4399,           1.1934,              1.2,           984.95
   27,    80,             1184,             1184,         0.038143,          0.24058,           0.1953,             1184
   27,    81,           1283.2,             1283,           0.1974,          0.27745,           0.4443,             1283
   27,    82,           954.94,           954.25,          0.69492,         0.089636,          0.83362,           954.25
   27,    83,           953.96,           953.05,          0.90597,          0.30232,          0.95182,           953.05
   27,    84,           1312.5,           1309.8,           2.7708,          0.18615,           1.6646,           1309.8
   27,    85,           1124.3,           1123.6,          0.64032,          0.17211,           0.8002,           1123.6
   27,    86,           367.36,           366.71,          0.64733,            0.128,          0.80457,           366.71
   27,    87,           1208.2,           1208.1,         0.058701,          0.12791,          0.24228,           1208.1
   27,    88,           781.72,           781.62,          0.10203,          0.14203,          0.31942,           781.62
   27,    89,           798.82,           796.69,           2.1328,         0.096415,           1.4604,           796.69
   27,    90,           775.18,           775.07,          0.10259,         0.081428,          0.32029,           775.07
   27,    91,           1009.8,             1009,          0.80637,          0.17905,          0.89798,             1009
   27,    92,           1257.7,           1257.6,         0.079847,          0.29257,          0.28257,           1257.6
   27,    93,           847.47,           846.62,          0.85017,          0.10585,          0.92205,           846.62
   27,    94,           1166.5,           1161.2,           5.2807,          0.19304,            2.298,           1161.2
   27,    95,           1049.7,           1049.7,         0.038781,           0.2794,          0.19693,           1049.7
   27,    96,           861.49,           861.47,         0.029248,          0.13117,          0.17102,           861.47
   27,    97,           405.59,           405.56,         0.032305,         0.057096,          0.17974,           405.56
   27,    98,           427.69,           427.13,           0.5606,         0.086251,          0.74873,           427.13
   27,    99,           1288.1,           1288.1,         0.013832,          0.19992,          0.11761,           1288.1
   27,   100,           878.18,              878,          0.17897,          0.13142,          0.42304,              878
   27,   101,           1042.4,           1041.9,          0.52563,          0.25884,          0.72501,           1041.9
   27,   102,           925.34,           925.33,        0.0089911,          0.15805,         0.094822,           925.33
   27,   103,           976.37,           976.13,          0.23982,          0.15096,          0.48972,           976.13
   27,   104,           539.69,           539.66,         0.027435,         0.023224,          0.16563,           539.66
   27,   105,           906.24,           905.61,          0.62414,          0.29244,          0.79002,           905.61
   27,   106,           1784.1,           1783.8,          0.25424,          0.23609,          0.50422,           1783.8
   27,   107,           816.09,           815.89,          0.19614,          0.12535,          0.44288,           815.89
   27,   108,           769.59,           769.55,         0.046561,          0.11562,          0.21578,           769.55
   27,   109,           785.31,           785.31,        0.0063106,          0.41213,         0.079439,           785.31
   27,   110,           703.89,           701.67,           2.2145,         0.037101,           1.4881,           701.67
   27,   111,           1251.6,           1251.2,          0.44293,          0.10603,          0.66553,           1251.2
   27,   112,           1234.8,             1232,           2.7148,          0.22014,           1.6477,             1232
   27,   113,           902.53,           902.37,          0.15583,          0.31175,          0.39475,           902.37
   27,   114,           632.69,           632.05,          0.63979,          0.16122,          0.79987,           632.05
   27,   115,           1075.6,           1074.8,          0.80582,          0.10803,          0.89767,           1074.8
   27,   116,           425.82,           425.17,          0.65287,          0.64013,            0.808,           425.17
   27,   117,           1124.8,           1122.5,           2.2975,          0.20593,           1.5157,           1122.5
   27,   118,           906.63,           906.44,          0.19416,           0.1607,          0.44063,           906.44
   27,   119,           733.89,           733.87,          0.02264,            0.337,          0.15047,           733.87
   27,   120,           1149.1,           1149.1,        0.0038017,          0.22422,         0.061658,           1149.1
   27,   121,           749.81,           749.04,          0.76691,          0.10694,          0.87573,           749.04
   27,   122,           587.46,           580.38,           7.0796,          0.35376,           2.6608,           580.38
   27,   123,           1081.4,           1081.2,          0.19743,         0.070619,          0.44434,           1081.2
   27,   124,           960.39,           960.35,         0.038791,          0.17757,          0.19695,           960.35
   27,   125,           1055.7,           1053.8,           1.8201,         0.072708,           1.3491,           1053.8
   27,   126,           941.46,           940.35,           1.1145,          0.13282,           1.0557,           940.35
   27,   127,           839.07,           838.77,          0.29435,         0.097005,          0.54254,           838.77
   27,   128,           705.99,           703.01,           2.9859,          0.26758,            1.728,           703.01
   27,   129,           967.41,           967.05,          0.35426,         0.098125,          0.59519,           967.05
   27,   130,           1216.7,           1216.7,        0.0009363,          0.33039,         0.030599,           1216.7
   27,   131,           791.66,           791.27,          0.39129,         0.094258,          0.62553,           791.27
   27,   132,           685.93,           685.51,          0.41805,          0.12458,          0.64657,           685.51
   27,   133,           1720.4,           1720.1,          0.30504,          0.68115,           0.5523,           1720.1
   27,   134,           1465.1,           1464.7,          0.38684,         0.065278,          0.62196,           1464.7
   27,   135,           1041.4,           1041.1,          0.33504,          0.16788,          0.57883,           1041.1
   27,   136,           500.36,           499.95,           0.4122,         0.086368,          0.64203,           499.95
   27,   137,           849.28,           848.89,          0.39445,         0.090692,          0.62805,           848.89
   27,   138,           426.81,           422.57,           4.2405,          0.56119,           2.0592,           422.57
   27,   139,            676.9,           676.48,          0.41709,          0.14418,          0.64582,           676.48
   27,   140,           1367.1,           1367.1,        0.0026537,            0.269,         0.051514,           1367.1
   27,   141,           709.68,           709.68,       2.3257e-09,          0.10364,       4.8225e-05,           709.68
   27,   142,            450.3,           450.29,        0.0027682,          0.18932,         0.052614,           450.29
   27,   143,           127.14,           126.85,          0.29878,       8.0507e-06,           0.5466,           126.85
   27,   144,             1172,           1171.9,          0.10953,         0.091542,          0.33095,           1171.9
   27,   145,           1412.6,           1410.6,           2.0022,          0.35794,            1.415,           1410.6
   27,   146,           1139.4,           1138.9,          0.49418,         0.097529,          0.70298,           1138.9
   27,   147,           1181.9,           1181.8,          0.12023,         0.055053,          0.34674,           1181.8
   27,   148,           739.56,           736.71,           2.8578,         0.091373,           1.6905,           736.71
   27,   149,             2011,             2011,         0.026212,         0.047264,           0.1619,             2011
   27,   150,           1179.1,           1178.7,          0.39777,          0.13604,          0.63069,           1178.7
   27,   151,           988.85,           988.72,          0.13699,            0.161,          0.37013,           988.72
   27,   152,             1015,           1014.6,          0.42109,          0.17383,          0.64892,           1014.6
   27,   153,           1338.9,           1325.4,           13.558,          0.18941,           3.6821,           1325.4
   27,   154,           1099.3,             1098,           1.2873,          0.33556,           1.1346,             1098
   27,   155,           717.83,           717.78,         0.046446,          0.11099,          0.21551,           717.78
   27,   156,           1147.3,           1147.3,         0.010668,          0.13133,          0.10329,           1147.3
   27,   157,           1213.7,           1213.1,          0.55165,          0.18741,          0.74273,           1213.1
   27,   158,           757.25,           757.24,        0.0089558,           0.1072,         0.094635,           757.24
   27,   159,           1226.6,           1226.6,         0.028415,          0.17255,          0.16857,           1226.6
   27,   160,           803.71,           803.67,         0.041173,          0.02923,          0.20291,           803.67
   27,   161,           914.81,           914.46,          0.35283,         0.060786,          0.59399,           914.46
   27,   162,           1590.1,           1589.3,          0.76613,         0.053794,          0.87529,           1589.3
   27,   163,           858.39,            856.2,            2.189,          0.06507,           1.4795,            856.2
   27,   164,           308.22,           306.81,           1.4138,       1.6881e-06,            1.189,           306.81
   27,   165,           948.41,           948.36,         0.052392,          0.28675,          0.22889,           948.36
   27,   166,           1043.7,           1043.5,          0.23755,          0.24325,          0.48739,           1043.5
   27,   167,           1028.3,           1026.3,           2.0371,          0.16864,           1.4273,           1026.3
   27,   168,           449.56,            447.9,           1.6628,          0.87816,           1.2895,            447.9
   28,     1,           1701.4,           1701.3,          0.15815,          0.23919,          0.39768,           1701.3
   28,     2,           732.13,           731.48,          0.64331,          0.13281,          0.80206,           731.48
   28,     3,           828.45,           828.43,         0.027849,          0.10461,          0.16688,           828.43
   28,     4,           1059.6,           1058.8,          0.78638,          0.27563,          0.88678,           1058.8
   28,     5,           1234.2,           1234.1,         0.036902,          0.23458,           0.1921,           1234.1
   28,     6,           602.94,           598.05,           4.8858,          0.30673,           2.2104,           598.05
   28,     7,           656.82,           656.78,         0.047244,          0.13548,          0.21736,           656.78
   28,     8,           423.56,            419.9,           3.6599,          0.45851,           1.9131,            419.9
   28,     9,           812.99,           812.98,        0.0055508,          0.16359,         0.074504,           812.98
   28,    10,           816.92,           814.18,           2.7381,         0.098062,           1.6547,           814.18
   28,    11,           966.29,           965.74,          0.54846,           0.0516,          0.74058,           965.74
   28,    12,           673.72,           670.61,           3.1159,          0.14822,           1.7652,           670.61
   28,    13,           1967.7,           1967.5,          0.20292,          0.43303,          0.45047,           1967.5
   28,    14,           881.86,           878.33,           3.5291,          0.12548,           1.8786,           878.33
   28,    15,             1271,           1270.7,          0.39772,         0.065388,          0.63065,           1270.7
   28,    16,           1001.2,           1000.8,          0.36065,          0.38601,          0.60055,           1000.8
   28,    17,            995.7,           995.33,          0.37068,          0.35056,          0.60883,           995.33
   28,    18,           1121.4,           1121.4,         0.019556,          0.24827,          0.13984,           1121.4
   28,    19,           864.09,           863.84,          0.25026,          0.25056,          0.50026,           863.84
   28,    20,           378.58,           377.77,          0.81076,       5.1383e-06,          0.90042,           377.77
   28,    21,           995.14,           994.76,           0.3758,          0.14656,          0.61303,           994.76
   28,    22,           1151.3,           1150.1,           1.2132,          0.38181,           1.1015,           1150.1
   28,    23,            887.7,            887.4,           0.3004,          0.20626,          0.54809,            887.4
   28,    24,             1152,           1151.8,           0.2345,          0.10118,          0.48425,           1151.8
   28,    25,           972.25,           971.77,          0.47869,          0.21546,          0.69187,           971.77
   28,    26,           835.83,           835.21,          0.61904,          0.05773,          0.78679,           835.21
   28,    27,            929.1,           928.54,            0.559,          0.25795,          0.74767,           928.54
   28,    28,           4841.2,           4839.2,           1.9946,          0.22749,           1.4123,           4839.2
   28,    29,           955.88,            950.9,           4.9772,          0.14356,            2.231,            950.9
   28,    30,           1220.3,             1220,          0.28113,          0.17917,          0.53022,             1220
   28,    31,            306.3,            306.3,        0.0040151,         0.010046,         0.063365,            306.3
   28,    32,           1023.2,           1022.8,          0.32716,           0.1466,          0.57198,           1022.8
   28,    33,           905.93,            901.3,           4.6351,         0.068777,           2.1529,            901.3
   28,    34,           1805.3,           1805.3,         0.079803,         0.039533,          0.28249,           1805.3
   28,    35,           774.89,           774.58,          0.30089,          0.13685,          0.54853,           774.58
   28,    36,           716.28,           714.43,           1.8547,          0.10268,           1.3619,           714.43
   28,    37,           1351.1,           1349.4,           1.7142,          0.30603,           1.3093,           1349.4
   28,    38,           733.55,           733.17,          0.37726,          0.15358,          0.61422,           733.17
   28,    39,           616.32,           615.89,          0.42403,          0.14675,          0.65118,           615.89
   28,    40,           975.13,           975.11,         0.022062,           0.2632,          0.14853,           975.11
   28,    41,           1231.2,           1231.1,         0.097618,          0.14199,          0.31244,           1231.1
   28,    42,           803.34,           803.34,       2.2471e-05,         0.065029,        0.0047404,           803.34
   28,    43,           1220.4,           1220.4,       0.00014852,          0.32576,         0.012187,           1220.4
   28,    44,            964.4,           962.73,           1.6669,          0.19294,           1.2911,           962.73
   28,    45,           458.94,            458.6,          0.34227,          0.10579,          0.58504,            458.6
   28,    46,            922.7,           921.19,           1.5122,          0.11465,           1.2297,           921.19
   28,    47,           632.57,           632.22,           0.3412,           0.1941,          0.58412,           632.22
   28,    48,           1001.1,             1001,          0.11514,         0.022271,          0.33932,             1001
   28,    49,           633.69,           624.61,           9.0813,          0.30488,           3.0135,           624.61
   28,    50,           1087.1,           1086.6,          0.49595,           0.1499,          0.70423,           1086.6
   28,    51,           737.38,            737.1,          0.27891,         0.054776,          0.52812,            737.1
   28,    52,           888.58,           886.82,            1.758,         0.094009,           1.3259,           886.82
   28,    53,           879.76,           879.76,       0.00071359,          0.17052,         0.026713,           879.76
   28,    54,           1187.9,           1187.9,         0.010087,          0.31032,          0.10043,           1187.9
   28,    55,             1270,             1270,        0.0010729,          0.23326,         0.032756,             1270
   28,    56,             1239,             1239,        0.0044242,          0.27499,         0.066515,             1239
   28,    57,           1161.6,           1161.4,          0.17033,         0.071876,          0.41271,           1161.4
   28,    58,           1218.7,           1218.2,          0.42399,          0.27966,          0.65114,           1218.2
   28,    59,           1422.2,           1418.6,           3.6259,          0.11387,           1.9042,           1418.6
   28,    60,           861.62,            861.5,          0.11814,           0.2895,          0.34371,            861.5
   28,    61,           1021.3,           1019.6,           1.7289,          0.11674,           1.3149,           1019.6
   28,    62,           1131.8,           1131.8,        0.0027627,          0.22411,         0.052561,           1131.8
   28,    63,           43.241,           28.338,           14.903,       9.6637e-05,           3.8605,           28.338
   28,    64,           1064.9,           1064.4,          0.46293,          0.24093,          0.68039,           1064.4
   28,    65,           1124.8,           1124.8,       0.00021637,          0.23977,         0.014709,           1124.8
   28,    66,            840.8,           840.61,          0.18682,          0.30428,          0.43223,           840.61
   28,    67,           1370.3,           1368.3,           2.0253,          0.13603,           1.4231,           1368.3
   28,    68,           844.24,           843.89,          0.35157,         0.061961,          0.59294,           843.89
   28,    69,            745.9,           745.48,          0.42236,         0.062839,          0.64989,           745.48
   28,    70,            939.2,           939.02,          0.17967,          0.18833,          0.42387,           939.02
   28,    71,           371.01,           371.01,        0.0028771,          0.12489,         0.053639,           371.01
   28,    72,           1287.5,           1287.2,          0.25057,         0.041442,          0.50057,           1287.2
   28,    73,           27.744,           15.108,           12.635,       2.6258e-07,           3.5546,           15.108
   28,    74,            822.5,            822.5,       0.00016533,          0.14009,         0.012858,            822.5
   28,    75,           885.58,           885.58,       0.00017894,           0.1353,         0.013377,           885.58
   28,    76,           1273.1,             1273,          0.03935,         0.065912,          0.19837,             1273
   28,    77,           691.67,           691.66,         0.005198,          0.17263,         0.072097,           691.66
   28,    78,           1061.5,           1061.5,       0.00061945,          0.19856,         0.024889,           1061.5
   28,    79,            964.2,            963.8,          0.39982,          0.14361,          0.63231,            963.8
   28,    80,           1038.5,           1036.3,           2.1856,          0.10155,           1.4784,           1036.3
   28,    81,           909.33,           909.33,        0.0044912,          0.11542,         0.067017,           909.33
   28,    82,           940.95,           939.38,           1.5646,         0.037871,           1.2508,           939.38
   28,    83,           681.51,           681.33,           0.1788,          0.19675,          0.42285,           681.33
   28,    84,           428.27,           427.92,          0.35297,         0.054114,          0.59412,           427.92
   28,    85,            959.3,            959.3,       0.00024382,          0.25256,         0.015615,            959.3
