epoch, batch, loss, loss_force_constant, loss_e, f_mae, e/N_mae, force_constant_mae
   11,    46,             1213,           1210.2,           2.8639,          0.26005,           1.6923,           1210.2
   11,    47,           984.23,           981.35,           2.8723,         0.041568,           1.6948,           981.35
   11,    48,           906.87,           906.74,          0.12796,          0.01318,          0.35771,           906.74
   11,    49,           2249.6,           1459.9,            789.7,          0.16599,           28.102,           1459.9
   11,    50,           1624.5,           1621.9,           2.6071,          0.18139,           1.6147,           1621.9
   11,    51,           1099.2,           1063.6,           35.608,          0.20383,           5.9672,           1063.6
   11,    52,           1358.6,           1352.5,           6.1396,          0.43195,           2.4778,           1352.5
   11,    53,             1476,           1472.6,            3.337,          0.21263,           1.8267,           1472.6
   11,    54,             1158,           1157.1,          0.91157,           0.2623,          0.95476,           1157.1
   11,    55,           1683.4,           1569.8,           113.55,          0.17513,           10.656,           1569.8
   11,    56,             1031,           1030.5,          0.49544,         0.057119,          0.70387,           1030.5
   11,    57,           1569.3,           1527.4,             41.9,          0.23051,            6.473,           1527.4
   11,    58,           1567.3,           1525.3,           42.033,          0.25611,           6.4833,           1525.3
   11,    59,           575.84,           571.21,           4.6283,          0.19484,           2.1513,           571.21
   11,    60,           1332.2,             1292,           40.163,          0.17958,           6.3374,             1292
   11,    61,           1346.7,           1342.6,           4.1525,          0.40761,           2.0378,           1342.6
   11,    62,            681.1,           681.07,         0.024467,          0.47445,          0.15642,           681.07
   11,    63,           990.58,           986.81,           3.7693,          0.42343,           1.9415,           986.81
   11,    64,           1178.1,           1174.5,           3.6648,          0.45014,           1.9144,           1174.5
   11,    65,           1093.6,           1090.3,           3.3355,          0.56799,           1.8263,           1090.3
   11,    66,           839.56,           839.51,         0.054205,           0.7634,          0.23282,           839.51
   11,    67,           1288.2,           1284.8,           3.3982,          0.42421,           1.8434,           1284.8
   11,    68,           1336.8,           1290.5,           46.289,          0.54484,           6.8036,           1290.5
   11,    69,           1525.8,           1522.6,           3.2265,           0.4222,           1.7962,           1522.6
   11,    70,             1243,           1192.2,           50.809,           1.3669,            7.128,           1192.2
   11,    71,           724.23,           486.31,           237.91,          0.62287,           15.424,           486.31
   11,    72,           1172.9,           1166.4,           6.4826,           0.4615,           2.5461,           1166.4
   11,    73,           1159.1,           1152.6,           6.4471,          0.37461,           2.5391,           1152.6
   11,    74,           1500.8,           1449.9,            50.96,          0.53217,           7.1386,           1449.9
   11,    75,           313.41,           310.44,             2.97,          0.32405,           1.7234,           310.44
   11,    76,           5233.3,           5123.3,              110,          0.12723,           10.488,           5123.3
   11,    77,           1235.5,           1197.3,           38.174,          0.26605,           6.1785,           1197.3
   11,    78,           1110.2,           1104.1,           6.0764,          0.36413,            2.465,           1104.1
   11,    79,           1268.9,           1262.4,           6.4888,          0.30934,           2.5473,           1262.4
   11,    80,           854.78,           854.63,          0.14591,          0.33934,          0.38198,           854.63
   11,    81,           908.17,           869.51,           38.657,          0.23813,           6.2175,           869.51
   11,    82,           534.33,           525.71,           8.6229,          0.60162,           2.9365,           525.71
   11,    83,           1072.3,           1069.2,           3.1427,          0.24955,           1.7728,           1069.2
   11,    84,           948.35,           948.21,          0.13476,         0.054098,           0.3671,           948.21
   11,    85,           629.18,           629.02,          0.16114,          0.15382,          0.40143,           629.02
   11,    86,           1295.8,           1292.6,           3.1743,          0.30411,           1.7817,           1292.6
   11,    87,           467.45,           466.07,           1.3811,         0.053431,           1.1752,           466.07
   11,    88,           855.33,           852.62,           2.7033,          0.48537,           1.6442,           852.62
   11,    89,           1029.5,           991.24,           38.247,          0.10188,           6.1844,           991.24
   11,    90,           1167.6,           1056.3,           111.31,          0.18551,            10.55,           1056.3
   11,    91,           571.46,           534.01,           37.449,          0.10594,           6.1196,           534.01
   11,    92,           1777.3,             1561,           216.36,          0.17869,           14.709,             1561
   11,    93,           1322.8,           1321.6,           1.1184,         0.074518,           1.0576,           1321.6
   11,    94,           977.68,           942.61,           35.066,          0.13517,           5.9217,           942.61
   11,    95,           1076.6,           971.85,           104.79,         0.086913,           10.236,           971.85
   11,    96,           1072.2,           1038.8,           33.375,          0.28836,           5.7771,           1038.8
   11,    97,           961.62,           959.47,           2.1525,          0.18674,           1.4671,           959.47
   11,    98,           995.55,           993.45,           2.0975,          0.18272,           1.4483,           993.45
   11,    99,            749.2,           748.55,          0.64813,          0.24194,          0.80506,           748.55
   11,   100,           937.21,           928.57,           8.6377,          0.27357,            2.939,           928.57
   11,   101,           922.86,           920.76,           2.1011,          0.21118,           1.4495,           920.76
   11,   102,           949.01,           940.15,           8.8659,          0.29144,           2.9776,           940.15
   11,   103,           903.95,           799.59,           104.37,          0.19041,           10.216,           799.59
   11,   104,           1174.9,           1165.7,           9.2007,          0.18914,           3.0333,           1165.7
   11,   105,           1298.7,           1266.6,           32.106,          0.33362,           5.6662,           1266.6
   11,   106,           1056.5,           1054.9,           1.5759,          0.25533,           1.2553,           1054.9
   11,   107,           837.86,           737.53,           100.34,           0.1932,           10.017,           737.53
   11,   108,           1857.9,           1839.3,           18.643,          0.28181,           4.3178,           1839.3
   11,   109,           1211.9,           1210.4,           1.5753,          0.30992,           1.2551,           1210.4
   11,   110,           424.17,           422.58,           1.5855,         0.099878,           1.2592,           422.58
   11,   111,           1120.1,           1119.2,          0.91023,           0.0987,          0.95406,           1119.2
   11,   112,           796.24,           645.58,           150.67,          0.11121,           12.275,           645.58
   11,   113,           1318.2,           1317.4,           0.7638,         0.074792,          0.87396,           1317.4
   11,   114,           1642.5,           1370.3,           272.17,          0.48255,           16.497,           1370.3
   11,   115,           1341.6,           1310.4,           31.219,          0.17041,           5.5874,           1310.4
   11,   116,           1236.3,           1235.5,          0.86529,         0.075105,          0.93021,           1235.5
   11,   117,           1396.6,           1395.1,           1.5085,          0.32374,           1.2282,           1395.1
   11,   118,           1251.9,           1220.2,           31.638,          0.23784,           5.6248,           1220.2
   11,   119,           1046.7,           946.69,           99.969,          0.12694,           9.9985,           946.69
   11,   120,           445.87,           444.53,           1.3393,          0.56457,           1.1573,           444.53
   11,   121,           1018.3,           1007.8,           10.444,          0.39442,           3.2317,           1007.8
   11,   122,            398.7,           368.58,           30.114,          0.16239,           5.4876,           368.58
   11,   123,           904.55,           758.64,           145.91,          0.17747,           12.079,           758.64
   11,   124,           1330.8,           1329.6,           1.2338,           0.3153,           1.1107,           1329.6
   11,   125,           1137.7,           741.32,           396.35,          0.33765,           19.908,           741.32
   11,   126,             1205,           1193.5,           11.467,          0.39718,           3.3864,           1193.5
   11,   127,           893.95,           892.84,           1.1057,          0.28752,           1.0515,           892.84
   11,   128,           1905.8,           1905.7,          0.12966,          0.10114,          0.36008,           1905.7
   11,   129,           1091.4,           1062.7,           28.625,          0.14617,           5.3502,           1062.7
   11,   130,           1026.6,           1014.6,           12.007,          0.30479,           3.4651,           1014.6
   11,   131,           643.29,              616,           27.291,          0.29687,            5.224,              616
   11,   132,           1132.9,           939.73,           193.13,          0.13065,           13.897,           939.73
   11,   133,           1241.5,           1151.2,           90.275,          0.13417,           9.5013,           1151.2
   11,   134,           1552.8,           1552.2,          0.51789,           0.2344,          0.71965,           1552.2
   11,   135,           1366.5,           1341.1,           25.406,           0.1939,           5.0404,           1341.1
   11,   136,           1410.7,           1397.3,           13.361,          0.30889,           3.6553,           1397.3
   11,   137,           1191.4,           1103.7,           87.721,          0.14349,            9.366,           1103.7
   11,   138,           1003.3,           978.62,           24.689,          0.10152,           4.9688,           978.62
   11,   139,           2265.4,           2244.6,            20.86,          0.51715,           4.5673,           2244.6
   11,   140,           998.77,           722.86,           275.91,           0.2076,           16.611,           722.86
   11,   141,           1072.9,           1059.3,           13.565,         0.086372,           3.6831,           1059.3
   11,   142,           1046.4,           1046.1,          0.32631,          0.22397,          0.57124,           1046.1
   11,   143,           1174.7,           1160.6,           14.132,          0.68276,           3.7592,           1160.6
   11,   144,           961.82,           778.38,           183.44,           0.1152,           13.544,           778.38
   11,   145,           1199.1,             1175,           24.121,          0.35122,           4.9113,             1175
   11,   146,           856.57,           842.63,            13.94,          0.39498,           3.7336,           842.63
   11,   147,           1357.4,           1270.3,            87.14,          0.20077,           9.3349,           1270.3
   11,   148,           1072.3,           1058.3,           14.005,            0.515,           3.7423,           1058.3
   11,   149,           975.33,           950.54,           24.795,          0.24747,           4.9795,           950.54
   11,   150,           643.71,           618.59,           25.121,          0.30059,           5.0121,           618.59
   11,   151,           941.34,           927.73,           13.613,          0.28555,           3.6896,           927.73
   11,   152,           4419.8,           4405.8,           13.955,          0.26413,           3.7356,           4405.8
   11,   153,           1112.1,           1088.5,            23.56,          0.23201,           4.8539,           1088.5
   11,   154,           1575.5,           1448.2,           127.29,          0.10033,           11.282,           1448.2
   11,   155,             1226,           1162.8,           63.176,          0.43806,           7.9484,           1162.8
   11,   156,           1409.2,           1406.2,           2.9546,         0.074817,           1.7189,           1406.2
   11,   157,           971.32,           946.64,           24.677,          0.21436,           4.9676,           946.64
   11,   158,           1025.6,           1025.1,           0.4328,          0.25654,          0.65788,           1025.1
   11,   159,           1047.1,           1033.9,           13.163,          0.21577,           3.6281,           1033.9
   11,   160,           773.64,           773.12,          0.52764,          0.05775,          0.72638,           773.12
   11,   161,           709.55,           701.94,           7.6132,           1.0025,           2.7592,           701.94
   11,   162,           909.42,           908.98,          0.43685,          0.20908,          0.66095,           908.98
   11,   163,           1060.7,           1047.3,           13.345,          0.20546,           3.6531,           1047.3
   11,   164,           1119.4,           1034.5,           84.925,          0.21169,           9.2155,           1034.5
   11,   165,           1143.9,           1143.4,          0.54663,          0.06117,          0.73935,           1143.4
   11,   166,           1341.1,           1278.4,           62.635,          0.34914,           7.9142,           1278.4
   11,   167,           1082.7,           1082.2,          0.49208,          0.16785,          0.70149,           1082.2
   11,   168,           1326.2,           1325.5,          0.67146,         0.059638,          0.81942,           1325.5
   12,     1,           1826.1,           1805.1,           21.026,          0.20715,           4.5854,           1805.1
   12,     2,           962.06,           961.53,          0.53672,           0.1551,          0.73262,           961.53
   12,     3,           1213.9,           1213.5,          0.46232,          0.10688,          0.67994,           1213.5
   12,     4,             1070,           1056.8,           13.275,          0.22779,           3.6435,           1056.8
   12,     5,             1226,           1213.1,            12.87,          0.15582,           3.5875,           1213.1
   12,     6,           991.53,           991.07,          0.45817,          0.20237,          0.67688,           991.07
   12,     7,           1261.5,           1261.1,          0.44636,          0.42232,           0.6681,           1261.1
   12,     8,           474.84,           449.38,            25.46,          0.12176,           5.0458,           449.38
   12,     9,             1326,           1239.5,           86.511,          0.20445,           9.3011,           1239.5
   12,    10,            974.7,           962.21,           12.491,          0.32731,           3.5343,           962.21
   12,    11,           1257.7,           1233.2,           24.478,          0.23802,           4.9475,           1233.2
   12,    12,           1127.2,           1102.2,           25.033,          0.20245,           5.0033,           1102.2
   12,    13,           867.54,           865.34,            2.203,          0.33006,           1.4842,           865.34
   12,    14,           957.18,           870.07,           87.113,          0.11619,           9.3334,           870.07
   12,    15,           951.85,           951.44,          0.41088,          0.28151,            0.641,           951.44
   12,    16,            536.5,           18.604,           517.89,       1.5727e-07,           22.757,           18.604
   12,    17,           719.08,           451.79,           267.29,          0.49209,           16.349,           451.79
   12,    18,           957.31,           943.85,           13.458,          0.18815,           3.6685,           943.85
   12,    19,           1071.2,           986.44,           84.714,          0.22482,            9.204,           986.44
   12,    20,           466.28,           465.81,          0.46165,          0.48415,          0.67945,           465.81
   12,    21,           1231.7,             1207,           24.623,          0.31967,           4.9622,             1207
   12,    22,           377.33,           373.54,           3.7844,       5.0433e-06,           1.9454,           373.54
   12,    23,           1167.3,           1080.8,           86.486,          0.18571,           9.2998,           1080.8
   12,    24,           887.05,           756.11,           130.94,          0.22313,           11.443,           756.11
   12,    25,           568.74,           542.98,           25.762,           0.1465,           5.0756,           542.98
   12,    26,            878.7,           878.03,           0.6682,           0.1954,          0.81743,           878.03
   12,    27,           834.34,           833.73,          0.61216,          0.17604,          0.78241,           833.73
   12,    28,           1519.2,           1513.6,           5.6765,          0.14187,           2.3825,           1513.6
   12,    29,           1204.2,           1204.1,         0.094049,          0.11425,          0.30667,           1204.1
   12,    30,           995.43,           994.82,          0.60499,          0.11276,          0.77781,           994.82
   12,    31,           1309.7,           1298.1,           11.616,          0.35713,           3.4083,           1298.1
   12,    32,           1334.2,             1309,           25.135,          0.28266,           5.0135,             1309
   12,    33,           1321.3,           1320.7,          0.59334,          0.34074,          0.77028,           1320.7
   12,    34,           318.64,           318.12,          0.52484,          0.00773,          0.72446,           318.12
   12,    35,           1081.4,           1068.7,           12.701,          0.25498,           3.5639,           1068.7
   12,    36,           1102.6,           1101.9,          0.69202,          0.01485,          0.83188,           1101.9
   12,    37,           1166.7,           1164.6,           2.0634,          0.23808,           1.4365,           1164.6
   12,    38,           1604.8,           1566.7,           38.136,          0.29989,           6.1755,           1566.7
   12,    39,           988.01,           964.68,           23.334,          0.21352,           4.8306,           964.68
   12,    40,           1333.7,           1333.6,          0.06568,         0.044408,          0.25628,           1333.6
   12,    41,           289.57,           239.73,           49.837,       4.8142e-06,           7.0595,           239.73
   12,    42,           1288.1,           1262.9,           25.111,          0.30351,           5.0111,           1262.9
   12,    43,           1073.2,           1061.9,           11.239,          0.31001,           3.3524,           1061.9
   12,    44,           1363.3,           1362.6,          0.75877,          0.31135,          0.87107,           1362.6
   12,    45,           1290.8,           1290.8,          0.00804,         0.046075,         0.089666,           1290.8
   12,    46,           1239.4,           1213.9,           25.531,          0.28996,           5.0528,           1213.9
   12,    47,           921.21,           920.53,          0.67255,          0.24712,          0.82009,           920.53
   12,    48,           936.52,           681.08,           255.44,          0.23055,           15.982,           681.08
   12,    49,           1598.3,           1537.4,            60.85,          0.53323,           7.8006,           1537.4
   12,    50,           628.79,           627.02,           1.7626,          0.21251,           1.3276,           627.02
   12,    51,           951.63,           951.03,          0.60461,          0.13356,          0.77757,           951.03
   12,    52,           960.85,           949.48,           11.371,          0.24992,           3.3721,           949.48
   12,    53,           1341.4,           1341.3,          0.14359,          0.14422,          0.37894,           1341.3
   12,    54,           1188.7,           1163.4,           25.209,          0.28444,           5.0209,           1163.4
   12,    55,           573.45,           561.94,           11.508,          0.35348,           3.3923,           561.94
   12,    56,            888.3,           886.76,           1.5412,          0.41488,           1.2415,           886.76
   12,    57,           1550.9,           1550.1,          0.79626,          0.30817,          0.89233,           1550.1
   12,    58,            853.7,           853.08,          0.61346,          0.53005,          0.78324,           853.08
   12,    59,           1431.4,           1420.9,           10.494,          0.32829,           3.2394,           1420.9
   12,    60,           866.98,           780.71,            86.27,          0.16339,           9.2881,           780.71
   12,    61,           565.92,           559.94,           5.9812,          0.59735,           2.4457,           559.94
   12,    62,           1002.8,           992.32,           10.486,          0.20329,           3.2382,           992.32
   12,    63,           1295.1,           1294.1,          0.97164,           0.2997,          0.98572,           1294.1
   12,    64,           1381.6,           1355.8,           25.857,          0.21265,            5.085,           1355.8
   12,    65,           1386.3,           1385.7,          0.61092,         0.079222,          0.78162,           1385.7
   12,    66,           1298.3,           1297.3,          0.94764,          0.32996,          0.97347,           1297.3
   12,    67,           1036.9,           1026.5,           10.327,          0.23044,           3.2136,           1026.5
   12,    68,           446.25,           250.28,           195.97,       2.0484e-06,           13.999,           250.28
   12,    69,           1417.3,           1390.9,           26.398,           0.1904,           5.1379,           1390.9
   12,    70,             1044,           1034.4,           9.5558,           0.1955,           3.0912,           1034.4
   12,    71,           1322.7,           1270.6,           52.149,          0.34483,           7.2214,           1270.6
   12,    72,              982,           800.69,           181.31,          0.95862,           13.465,           800.69
   12,    73,           1333.4,           1324.3,           9.0381,          0.37881,           3.0063,           1324.3
   12,    74,           708.79,            526.2,           182.59,         0.096179,           13.513,            526.2
   12,    75,           1385.3,           1383.9,           1.4298,          0.19649,           1.1958,           1383.9
   12,    76,           920.15,            891.1,           29.049,           0.2465,           5.3897,            891.1
   12,    77,           438.09,           437.24,          0.85675,         0.047822,          0.92561,           437.24
   12,    78,           1279.4,             1092,           187.31,          0.12838,           13.686,             1092
   12,    79,           638.95,           610.18,           28.767,          0.55695,           5.3635,           610.18
   12,    80,           1287.7,           1241.6,           46.132,          0.47322,           6.7921,           1241.6
   12,    81,           1204.9,           1116.6,           88.313,           0.1667,           9.3975,           1116.6
   12,    82,           1334.8,           1333.1,           1.6527,          0.30562,           1.2856,           1333.1
   12,    83,           910.31,           881.37,           28.936,          0.15901,           5.3792,           881.37
   12,    84,           1084.3,           1076.8,            7.455,          0.18613,           2.7304,           1076.8
   12,    85,           886.73,           879.28,           7.4564,         0.094772,           2.7306,           879.28
   12,    86,           1179.2,           1171.8,            7.387,           0.1916,           2.7179,           1171.8
   12,    87,           1742.5,           1558.1,           184.43,         0.086768,           13.581,           1558.1
   12,    88,           959.39,           957.44,           1.9501,          0.17494,           1.3965,           957.44
   12,    89,           1299.7,           1209.3,           90.348,          0.13678,           9.5051,           1209.3
   12,    90,           1425.8,           1424.1,           1.7601,          0.34676,           1.3267,           1424.1
   12,    91,           1021.4,           1017.6,           3.7945,         0.087213,           1.9479,           1017.6
   12,    92,           857.98,           856.22,           1.7633,          0.10731,           1.3279,           856.22
   12,    93,           650.26,           621.71,           28.542,          0.16512,           5.3425,           621.71
   12,    94,           1007.1,           978.94,           28.164,          0.27945,            5.307,           978.94
   12,    95,           719.65,            631.3,           88.347,          0.15217,           9.3993,            631.3
   12,    96,           1612.9,           1525.3,           87.602,          0.15895,           9.3596,           1525.3
   12,    97,           1825.1,           1824.5,          0.61252,         0.055452,          0.78263,           1824.5
   12,    98,             1080,           1072.2,           7.7839,          0.16361,             2.79,           1072.2
   12,    99,           1094.9,           1093.2,           1.6336,          0.14807,           1.2781,           1093.2
   12,   100,           2191.5,           2180.4,           11.102,          0.65311,            3.332,           2180.4
   12,   101,           1084.5,           1056.5,           27.998,          0.11164,           5.2913,           1056.5
   12,   102,           702.44,           701.09,           1.3506,          0.14919,           1.1621,           701.09
   12,   103,           1025.9,           1017.3,           8.5508,          0.40221,           2.9242,           1017.3
   12,   104,           1143.9,           1142.6,           1.3565,          0.27184,           1.1647,           1142.6
   12,   105,           1301.5,           1275.2,           26.326,          0.25647,           5.1308,           1275.2
   12,   106,           575.96,           22.925,           553.03,       0.00011037,           23.517,           22.925
   12,   107,           1423.5,           1422.3,           1.1555,          0.34298,            1.075,           1422.3
   12,   108,           797.15,           770.93,           26.214,          0.16196,           5.1199,           770.93
   12,   109,           5066.1,           4982.7,           83.465,          0.19919,           9.1359,           4982.7
   12,   110,            765.5,           738.36,            27.14,           0.2395,           5.2096,           738.36
   12,   111,           1215.9,           1207.1,           8.8468,          0.17831,           2.9744,           1207.1
   12,   112,           812.09,           811.11,          0.98628,          0.24877,          0.99312,           811.11
   12,   113,           1190.7,           1189.6,           1.0917,          0.16734,           1.0449,           1189.6
   12,   114,             1432,             1406,            25.94,          0.25227,           5.0931,             1406
   12,   115,           1213.7,             1213,          0.70974,         0.053873,          0.84246,             1213
   12,   116,           1057.4,           1033.6,            23.83,           0.2504,           4.8816,           1033.6
   12,   117,           815.86,           805.03,            10.83,          0.19146,           3.2908,           805.03
   12,   118,           1015.2,           992.44,           22.794,          0.14306,           4.7743,           992.44
   12,   119,           1256.1,           1253.1,           2.9284,          0.25548,           1.7112,           1253.1
   12,   120,           1056.8,           734.59,           322.17,          0.37237,           17.949,           734.59
   12,   121,           4373.6,             4362,           11.562,          0.17451,           3.4003,             4362
   12,   122,           412.33,           411.89,          0.43812,         0.076693,           0.6619,           411.89
   12,   123,           583.87,           581.83,           2.0454,           0.1818,           1.4302,           581.83
   12,   124,           1136.2,           1123.9,            12.27,          0.35063,           3.5028,           1123.9
   12,   125,           1436.5,           1318.5,           117.95,          0.24299,            10.86,           1318.5
   12,   126,           1316.2,           1148.6,           167.64,         0.073875,           12.948,           1148.6
   12,   127,           1820.5,           1062.4,           758.17,          0.17868,           27.535,           1062.4
   12,   128,           1557.3,           1310.8,           246.45,          0.40846,           15.699,           1310.8
   12,   129,           906.07,           884.61,           21.464,          0.15921,           4.6329,           884.61
   12,   130,           820.93,            819.6,           1.3238,          0.25466,           1.1506,            819.6
   12,   131,           852.99,           739.85,           113.14,          0.14844,           10.637,           739.85
   12,   132,             1457,           1456.1,          0.85034,          0.28625,          0.92214,           1456.1
   12,   133,           845.47,           821.63,           23.835,          0.11952,           4.8821,           821.63
   12,   134,           877.39,           853.33,           24.061,          0.22083,           4.9052,           853.33
   12,   135,           1025.3,           1024.3,           1.0224,          0.22835,           1.0111,           1024.3
   12,   136,             1079,           1000.7,           78.318,          0.25002,           8.8498,           1000.7
   12,   137,           766.21,           765.29,          0.91322,          0.28072,          0.95563,           765.29
   12,   138,           1065.5,           951.87,           113.64,          0.15045,            10.66,           951.87
   12,   139,           1273.5,           1272.5,            1.039,          0.14652,           1.0193,           1272.5
   12,   140,           1212.2,           1168.4,           43.831,          0.41536,           6.6205,           1168.4
   12,   141,           1215.8,           1191.5,            24.21,          0.15072,           4.9203,           1191.5
   12,   142,             1342,           1297.1,           44.983,           1.1405,           6.7069,           1297.1
   12,   143,           1242.7,           1241.3,           1.3689,          0.26495,             1.17,           1241.3
   12,   144,             1995,             1981,            13.95,          0.41932,           3.7349,             1981
   12,   145,           3020.7,           2501.2,           519.53,          0.53646,           22.793,           2501.2
   12,   146,           1202.2,           1195.1,            7.133,          0.44527,           2.6708,           1195.1
   12,   147,           1296.9,           1271.7,           25.194,           0.2728,           5.0194,           1271.7
   12,   148,           1218.6,           1211.6,           7.0349,          0.41204,           2.6523,           1211.6
   12,   149,             1251,             1210,               41,          0.41045,           6.4031,             1210
   12,   150,           1521.8,           1519.4,           2.3355,         0.096438,           1.5282,           1519.4
   12,   151,           1200.5,           1122.2,           78.351,          0.15887,           8.8516,           1122.2
   12,   152,           855.56,           855.34,          0.22285,          0.07182,          0.47207,           855.34
   12,   153,             1360,           1334.9,           25.096,          0.24764,           5.0096,           1334.9
   12,   154,           1246.7,           1239.1,           7.5717,          0.35701,           2.7517,           1239.1
   12,   155,           411.08,           409.83,           1.2551,          0.21888,           1.1203,           409.83
   12,   156,           1400.8,           1291.4,           109.41,          0.70807,            10.46,           1291.4
   12,   157,           1004.1,             1003,           1.1674,          0.28463,           1.0804,             1003
   12,   158,           1567.5,           1565.5,           2.0602,         0.064735,           1.4353,           1565.5
   12,   159,           394.65,            370.7,           23.957,          0.18769,           4.8946,            370.7
   12,   160,           701.73,           696.19,           5.5351,           0.8614,           2.3527,           696.19
   12,   161,           1132.2,           1130.9,           1.2608,          0.22953,           1.1228,           1130.9
   12,   162,           1203.1,             1128,           75.074,          0.17668,           8.6645,             1128
   12,   163,           1143.3,             1142,           1.2192,          0.23177,           1.1042,             1142
   12,   164,           1235.8,           1234.5,           1.3679,          0.34804,           1.1696,           1234.5
   12,   165,           988.37,           988.37,        0.0067793,         0.047017,         0.082336,           988.37
   12,   166,           1522.7,           1406.9,           115.83,          0.23089,           10.763,           1406.9
   12,   167,           943.38,           942.14,           1.2433,          0.17696,           1.1151,           942.14
   12,   168,            811.2,            811.2,       0.00010327,         0.016479,         0.010162,            811.2
   13,     1,           904.29,           880.09,           24.202,          0.11784,           4.9195,           880.09
   13,     2,           1282.2,             1281,           1.1613,          0.30453,           1.0776,             1281
   13,     3,           998.69,           990.42,           8.2788,          0.29872,           2.8773,           990.42
   13,     4,           1185.4,           1163.3,           22.155,          0.23189,           4.7069,           1163.3
   13,     5,           732.69,           731.58,           1.1159,          0.45921,           1.0564,           731.58
   13,     6,           695.93,           673.63,           22.299,          0.21485,           4.7221,           673.63
   13,     7,           1246.9,           1246.2,          0.67309,          0.20541,          0.82042,           1246.2
   13,     8,           5180.1,           5108.9,           71.253,          0.20675,           8.4411,           5108.9
   13,     9,           1148.4,           1139.2,           9.2183,          0.30834,           3.0362,           1139.2
   13,    10,           1441.9,           1366.7,           75.224,           0.1355,           8.6732,           1366.7
   13,    11,           451.15,           288.79,           162.36,       1.1202e-06,           12.742,           288.79
   13,    12,           1161.6,           1152.5,           9.0238,         0.063456,            3.004,           1152.5
   13,    13,           1067.8,             1067,          0.76326,          0.10349,          0.87365,             1067
   13,    14,           990.54,           989.67,          0.86532,          0.21524,          0.93023,           989.67
   13,    15,           1388.8,             1388,          0.74821,          0.25085,          0.86499,             1388
   13,    16,             1308,             1263,           44.999,          0.36902,           6.7081,             1263
   13,    17,           1066.4,           1057.3,           9.0789,          0.27562,           3.0131,           1057.3
   13,    18,           1140.1,             1131,           9.0896,          0.46594,           3.0149,             1131
   13,    19,           487.97,           480.29,           7.6757,          0.55423,           2.7705,           480.29
   13,    20,             1658,           1505.8,           152.29,          0.22054,           12.341,           1505.8
   13,    21,           912.67,           904.45,           8.2204,         0.046681,           2.8671,           904.45
   13,    22,           953.18,           944.73,           8.4457,          0.21475,           2.9061,           944.73
   13,    23,           1461.1,           1414.7,           46.439,          0.38875,           6.8146,           1414.7
   13,    24,           2064.5,             2052,           12.446,          0.73442,           3.5278,             2052
   13,    25,           1294.7,             1272,           22.702,          0.21348,           4.7647,             1272
   13,    26,           624.49,           601.68,            22.81,            0.372,           4.7759,           601.68
   13,    27,           1258.6,           1250.6,           8.0361,          0.36204,           2.8348,           1250.6
   13,    28,           434.18,           15.448,           418.73,       2.0357e-07,           20.463,           15.448
   13,    29,           1815.7,           1803.8,           11.943,           0.4852,           3.4558,           1803.8
   13,    30,           1111.6,             1104,           7.5315,          0.34584,           2.7444,             1104
   13,    31,           790.55,           599.23,           191.32,          0.17744,           13.832,           599.23
   13,    32,           1185.4,           1145.3,           40.074,          0.36454,           6.3304,           1145.3
   13,    33,           1343.3,           1336.9,           6.3733,          0.45274,           2.5245,           1336.9
   13,    34,           1375.1,           1263.3,           111.82,          0.13415,           10.574,           1263.3
   13,    35,           796.98,           796.97,         0.016386,         0.039376,          0.12801,           796.97
   13,    36,           1038.3,           1036.4,           1.8648,          0.22756,           1.3656,           1036.4
   13,    37,           4215.4,           4209.8,           5.5364,          0.19286,           2.3529,           4209.8
   13,    38,           1001.9,           999.67,           2.2166,          0.23143,           1.4888,           999.67
   13,    39,            668.1,           667.98,          0.11998,           0.1646,          0.34637,           667.98
   13,    40,           449.31,           447.06,           2.2492,         0.064861,           1.4997,           447.06
   13,    41,             1473,           1470.6,           2.3747,          0.25568,            1.541,           1470.6
   13,    42,           985.87,           981.31,           4.5623,          0.33624,           2.1359,           981.31
   13,    43,           2628.8,           2628.5,          0.30414,         0.067337,          0.55149,           2628.5
   13,    44,           964.65,           962.23,           2.4229,          0.23494,           1.5566,           962.23
   13,    45,             1289,           1261.7,           27.321,          0.23773,            5.227,           1261.7
   13,    46,           1041.3,           1014.6,           26.695,          0.26335,           5.1668,           1014.6
   13,    47,           927.26,           925.04,            2.214,          0.19682,           1.4879,           925.04
   13,    48,           1510.6,           1508.4,           2.1112,          0.22563,            1.453,           1508.4
   13,    49,           562.06,           552.69,           9.3693,          0.39005,           3.0609,           552.69
   13,    50,           875.78,           875.57,          0.21639,          0.42982,          0.46518,           875.57
   13,    51,           1222.5,           1222.3,          0.18299,         0.050429,          0.42778,           1222.3
   13,    52,           1284.6,           1282.7,           1.8758,          0.15424,           1.3696,           1282.7
   13,    53,           1331.5,           1329.7,           1.8695,          0.13066,           1.3673,           1329.7
   13,    54,           856.38,           830.73,           25.651,          0.17713,           5.0647,           830.73
   13,    55,           1244.4,           1218.9,           25.503,          0.18241,           5.0501,           1218.9
   13,    56,           1311.7,           1309.6,           2.1159,          0.27631,           1.4546,           1309.6
   13,    57,           825.38,           799.89,           25.489,          0.21662,           5.0486,           799.89
   13,    58,           984.36,           908.35,            76.01,         0.089042,           8.7184,           908.35
   13,    59,           1745.1,             1190,           555.12,          0.21726,           23.561,             1190
   13,    60,           458.15,            456.4,            1.751,          0.12497,           1.3233,            456.4
