,H,He,Li,Be,B,C,N,O,F,Ne,Na,Mg,Al,Si,P,S,Cl,Ar,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Br,Kr,Rb,Sr,Y,Zr,Nb,Mo,Tc,Ru,Rh,Pd,Ag,Cd,In,Sn,Sb,Te,I,Xe,Cs,Ba,La,Ce,Pr,Nd,Pm,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,W,Re,Os,Ir,Pt,Au,Hg,Tl,Pb,Bi,Po,At,Rn,Fr,Ra,Ac,Th,Pa,U,Np,Pu,Am,Cm,Bk,Cf
Y,0.0,0.0,0.03785830732153028,0.024784079854830488,0.020236116462908828,0.0,0.0,0.014309095175803564,0.0,0.0,0.028618190351607127,0.05353973166259677,0.057236380703214254,0.020236116462908828,0.0,0.020236116462908828,0.014309095175803564,0.0,0.014309095175803564,0.1031843527237083,0.15007505629691606,0.07009996372327817,0.047457899787624956,0.05159217636185415,0.07296235552327875,0.057236380703214254,0.040472232925817656,0.047457899787624956,0.03199610950961107,0.040472232925817656,0.04524933201166673,0.020236116462908828,0.014309095175803564,0.024784079854830488,0.014309095175803564,0.0,0.014309095175803564,0.08703882797784893,0.4377741331396725,0.10118058231454413,0.04292728552741069,0.04524933201166673,0.0,0.014309095175803564,0.04524933201166673,0.03504998186163909,0.03785830732153028,0.03504998186163909,0.08219949365267866,0.04292728552741069,0.024784079854830488,0.03199610950961107,0.020236116462908828,0.0,0.014309095175803564,0.06862400971420068,0.1876620239074364,0.18156206367185565,0.1865677753727444,0.2043747581504178,0.03199610950961107,0.21127125842277894,0.14732115158225484,0.2324952774876386,0.23205452775006105,0.23599164326741678,0.2372894989381248,0.23685767055672086,0.2063687054474166,0.19775562977394376,0.1982726388386439,0.07296235552327875,0.04292728552741069,0.020236116462908828,0.014309095175803564,0.014309095175803564,0.020236116462908828,0.040472232925817656,0.03199610950961107,0.03785830732153028,0.05159217636185415,0.04292728552741069,0.060708349388726476,0.0,0.0,0.0,0.0,0.020236116462908828,0.014309095175803564,0.12141669877745295,0.024784079854830488,0.12556180058348068,0.0938310119537182,0.10991024556547074,0.06399221901922214,0.057236380703214254,0.03785830732153028,0.03199610950961107
Zr,0.0,0.0,0.04839339184958273,0.052270837348931676,0.03421929554145775,0.0,0.0,0.02793993781135563,0.0,0.0,0.0,0.0684385910829155,0.07123314405433562,0.05926955847701997,0.0,0.019756519492339995,0.0,0.0,0.0,0.05926955847701997,0.1842765460747929,0.23292592960148983,0.11853911695403994,0.08611667194320151,0.10821091383745127,0.062475600233307886,0.04839339184958273,0.06552496231943448,0.03951303898467999,0.03951303898467999,0.052270837348931676,0.044176920583671855,0.0,0.03951303898467999,0.0,0.0,0.0,0.05926955847701997,0.13969968905677815,0.5820634108133326,0.14784425419091457,0.07902607796935998,0.0,0.05587987562271126,0.03951303898467999,0.05587987562271126,0.03951303898467999,0.02793993781135563,0.05926955847701997,0.11688114555304611,0.03421929554145775,0.044176920583671855,0.0,0.0,0.0,0.05926955847701997,0.10639211348161616,0.13253076175101555,0.12017421649711212,0.11688114555304611,0.0,0.11519931476940798,0.07123314405433562,0.12017421649711212,0.14246628810867124,0.12178736540851016,0.12955216202519365,0.12803687993289598,0.13253076175101555,0.12017421649711212,0.12803687993289598,0.2896874409203999,0.13544387374557357,0.044176920583671855,0.044176920583671855,0.019756519492339995,0.052270837348931676,0.07902607796935998,0.019756519492339995,0.02793993781135563,0.02793993781135563,0.0684385910829155,0.02793993781135563,0.019756519492339995,0.0,0.0,0.0,0.019756519492339995,0.019756519492339995,0.12803687993289598,0.05587987562271126,0.16171408158917724,0.09878259746169996,0.11349256390129678,0.0684385910829155,0.05926955847701997,0.04839339184958273,0.03421929554145775
Nb,0.0,0.0,0.022570430888309446,0.022570430888309446,0.0,0.022570430888309446,0.0,0.0,0.0,0.0,0.0,0.059715747114037446,0.05046901774772088,0.03191940947085184,0.0,0.022570430888309446,0.0,0.0,0.0,0.0390931330472739,0.12566684075364729,0.1901818311100213,0.20061037781787933,0.12965725419725058,0.13542258532985665,0.07485765061317036,0.04514086177661889,0.06383881894170368,0.0390931330472739,0.03191940947085184,0.0390931330472739,0.03191940947085184,0.0,0.03191940947085184,0.022570430888309446,0.0,0.0,0.0390931330472739,0.06771129266492833,0.16890163891182752,0.7137396937847531,0.13542258532985665,0.0,0.08445081945591376,0.0390931330472739,0.04514086177661889,0.0390931330472739,0.022570430888309446,0.0390931330472739,0.0552860389511106,0.09028172355323778,0.03191940947085184,0.0,0.0,0.0,0.03191940947085184,0.06771129266492833,0.08137884587711594,0.059715747114037446,0.06771129266492833,0.0,0.059715747114037446,0.0390931330472739,0.07137396937847532,0.06771129266492833,0.07485765061317036,0.06771129266492833,0.07485765061317036,0.07137396937847532,0.06771129266492833,0.06771129266492833,0.1673867954069777,0.3159860324363323,0.09306027056820329,0.07137396937847532,0.05046901774772088,0.04514086177661889,0.06771129266492833,0.0390931330472739,0.0,0.03191940947085184,0.0390931330472739,0.022570430888309446,0.0,0.0,0.0,0.0,0.0,0.022570430888309446,0.07137396937847532,0.04514086177661889,0.09028172355323778,0.07137396937847532,0.08137884587711594,0.04514086177661889,0.05046901774772088,0.04514086177661889,0.0
Mo,0.0,0.0,0.0,0.0,0.022803964585835355,0.022803964585835355,0.0,0.0,0.0,0.0,0.0,0.022803964585835355,0.05099121497042569,0.022803964585835355,0.0,0.03949762527666821,0.0,0.0,0.0,0.0,0.072112467773058,0.13491007386078016,0.15297364491127707,0.15297364491127707,0.09674902797949236,0.1117161546955891,0.09402315467024366,0.08532462254032222,0.03949762527666821,0.03224967599316412,0.05099121497042569,0.03224967599316412,0.0,0.03224967599316412,0.0,0.0,0.0,0.022803964585835355,0.072112467773058,0.09121585834334142,0.13682378751501212,0.8091391649447762,0.03949762527666821,0.09121585834334142,0.08532462254032222,0.04560792917167071,0.03949762527666821,0.0,0.06033361920044438,0.08831937506844405,0.03224967599316412,0.05099121497042569,0.0,0.0,0.0,0.0,0.05099121497042569,0.06449935198632824,0.05099121497042569,0.04560792917167071,0.0,0.04560792917167071,0.022803964585835355,0.05099121497042569,0.05585807734779455,0.05099121497042569,0.05099121497042569,0.05099121497042569,0.05099121497042569,0.04560792917167071,0.05099121497042569,0.07899525055333642,0.09940017714173666,0.2466625907942829,0.09674902797949236,0.04560792917167071,0.06449935198632824,0.05585807734779455,0.03224967599316412,0.0,0.03224967599316412,0.03949762527666821,0.05099121497042569,0.0,0.0,0.0,0.0,0.0,0.0,0.04560792917167071,0.03224967599316412,0.0822208635980943,0.05585807734779455,0.05585807734779455,0.03224967599316412,0.022803964585835355,0.022803964585835355,0.0
Tc,0.0,0.0,0.0,0.08512565307587486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08512565307587486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19034674690672027,0.1203858530857692,0.14744195615489714,0.17025130615174972,0.17025130615174972,0.14744195615489714,0.14744195615489714,0.08512565307587486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14744195615489714,0.6967835003620648,0.20851441405707477,0.14744195615489714,0.14744195615489714,0.0,0.0,0.0,0.1203858530857692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08512565307587486,0.30692490702242564,0.19034674690672027,0.08512565307587486,0.17025130615174972,0.14744195615489714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ru,0.0,0.0,0.0,0.022815832379813772,0.0,0.03226645958836385,0.0,0.022815832379813772,0.0,0.0,0.022815832379813772,0.08536902775932627,0.08536902775932627,0.06036501843192222,0.0,0.03951818089881258,0.0,0.0,0.0,0.0,0.022815832379813772,0.122867017577253,0.07903636179762516,0.1270331784326304,0.18814417367671948,0.23042861179277058,0.2540663568652608,0.2176491692006244,0.1270331784326304,0.06844749713944132,0.045631664759627544,0.06036501843192222,0.0,0.0,0.0,0.0,0.0,0.022815832379813772,0.022815832379813772,0.0645329191767277,0.08536902775932627,0.09126332951925509,0.05588714738741414,0.6339353468184761,0.2561070832779788,0.1661017669404489,0.0756715552834838,0.05588714738741414,0.051017752164504396,0.10942088815772995,0.0756715552834838,0.03951818089881258,0.0,0.0,0.0,0.022815832379813772,0.0,0.022815832379813772,0.022815832379813772,0.0,0.0,0.022815832379813772,0.0,0.0,0.0,0.022815832379813772,0.0,0.0,0.0,0.0,0.0,0.06036501843192222,0.06036501843192222,0.045631664759627544,0.09407208683835974,0.22929627760947105,0.21524413218332922,0.17376020262608463,0.08536902775932627,0.03226645958836385,0.03226645958836385,0.03951818089881258,0.022815832379813772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022815832379813772,0.03226645958836385,0.0,0.0,0.0,0.0,0.0,0.0
Rh,0.0,0.0,0.019668431441216497,0.019668431441216497,0.019668431441216497,0.019668431441216497,0.0,0.019668431441216497,0.0,0.0,0.0,0.08573270503022075,0.1319398491400627,0.09013207588042398,0.0,0.06523280730534421,0.0,0.0,0.0,0.019668431441216497,0.05563072498954754,0.08795989942670848,0.09013207588042398,0.1484934009826582,0.14586499149789453,0.20057943144104953,0.2503382624529639,0.24168973188580617,0.16219004064471,0.09013207588042398,0.10220016768411638,0.09013207588042398,0.02781536249477377,0.0,0.0,0.0,0.0,0.02781536249477377,0.062197041357112286,0.039336862882432995,0.03406672256137213,0.07359253178828454,0.03406672256137213,0.2207775953648536,0.5611538265228854,0.24328506096706504,0.10028971572052477,0.06523280730534421,0.10220016768411638,0.08344608748432131,0.06523280730534421,0.039336862882432995,0.0,0.0,0.0,0.02781536249477377,0.039336862882432995,0.03406672256137213,0.04397994971335424,0.039336862882432995,0.019668431441216497,0.04397994971335424,0.03406672256137213,0.04397994971335424,0.02781536249477377,0.039336862882432995,0.03406672256137213,0.03406672256137213,0.03406672256137213,0.04397994971335424,0.03406672256137213,0.03406672256137213,0.02781536249477377,0.019668431441216497,0.04397994971335424,0.13907681247386885,0.2594444294878251,0.2424887083853405,0.13046561461068842,0.06523280730534421,0.08573270503022075,0.07359253178828454,0.05203777827218256,0.0,0.0,0.0,0.0,0.0,0.0,0.02781536249477377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019668431441216497
Pd,0.0,0.0,0.05027002896631717,0.026870460745022955,0.0,0.0,0.01900028500641266,0.01900028500641266,0.0,0.0,0.01900028500641266,0.07109255674505409,0.09688282401152255,0.07600114002565064,0.0,0.01900028500641266,0.01900028500641266,0.0,0.01900028500641266,0.03290945898939588,0.046541003233164825,0.06581891797879176,0.05700085501923798,0.105789109742318,0.12459320087376806,0.1434490060213728,0.17924833025419504,0.2811785408617721,0.20639592529490342,0.08911923623521475,0.09688282401152255,0.09500142503206328,0.01900028500641266,0.026870460745022955,0.01900028500641266,0.01900028500641266,0.01900028500641266,0.026870460745022955,0.046541003233164825,0.05374092149004591,0.03800057001282532,0.03800057001282532,0.03290945898939588,0.13832416277433315,0.2350205459948368,0.6403969887882808,0.12745778659862622,0.05700085501923798,0.09688282401152255,0.10231966614205884,0.03290945898939588,0.042485928866208736,0.0,0.0,0.0,0.01900028500641266,0.046541003233164825,0.05027002896631717,0.06008417681261096,0.03290945898939588,0.01900028500641266,0.046541003233164825,0.03290945898939588,0.01900028500641266,0.026870460745022955,0.042485928866208736,0.026870460745022955,0.01900028500641266,0.03290945898939588,0.03290945898939588,0.026870460745022955,0.026870460745022955,0.026870460745022955,0.03290945898939588,0.03800057001282532,0.09872837696818765,0.15318519501283123,0.283734761991644,0.18519187045026148,0.06008417681261096,0.09308200646632965,0.08707024426762051,0.01900028500641266,0.01900028500641266,0.0,0.0,0.0,0.0,0.0,0.01900028500641266,0.01900028500641266,0.026870460745022955,0.03290945898939588,0.03290945898939588,0.01900028500641266,0.01900028500641266,0.01900028500641266,0.0
Ag,0.04567924732183544,0.0,0.07222523166957324,0.032300105540767274,0.0,0.06851887098275317,0.02283962366091772,0.0,0.0,0.0,0.12299513754697064,0.10712733076760457,0.08545804658200969,0.04567924732183544,0.02283962366091772,0.0,0.0,0.0,0.07911877721292354,0.02283962366091772,0.05107095108632463,0.05594542388644593,0.05107095108632463,0.06851887098275317,0.10712733076760457,0.08545804658200969,0.08545804658200969,0.10953498713362826,0.26240729788698813,0.10712733076760457,0.07222523166957324,0.05107095108632463,0.0,0.0,0.02283962366091772,0.0,0.06460021108153455,0.02283962366091772,0.0604279642450949,0.04567924732183544,0.03955938860646177,0.03955938860646177,0.0,0.07575046203618746,0.11645968673013493,0.1532128532589739,0.7592242698402426,0.1250977708401336,0.08545804658200969,0.03955938860646177,0.0,0.02283962366091772,0.0,0.0,0.05594542388644593,0.03955938860646177,0.05107095108632463,0.05107095108632463,0.04567924732183544,0.04567924732183544,0.02283962366091772,0.05107095108632463,0.032300105540767274,0.0604279642450949,0.05107095108632463,0.05107095108632463,0.05107095108632463,0.05107095108632463,0.04567924732183544,0.03955938860646177,0.05107095108632463,0.02283962366091772,0.03955938860646177,0.032300105540767274,0.0,0.06460021108153455,0.07911877721292354,0.10466430427045986,0.23625490420315454,0.10214190217264926,0.0884574820723792,0.05107095108632463,0.03955938860646177,0.0,0.0,0.0,0.0,0.0,0.0,0.032300105540767274,0.0,0.02283962366091772,0.032300105540767274,0.03955938860646177,0.0,0.0,0.0,0.0
Cd,0.0,0.0,0.04936240647992437,0.05840638700420521,0.044151078568834795,0.0,0.0,0.0,0.0,0.0,0.044151078568834795,0.22295201801997958,0.09622504486493763,0.0662266178532522,0.0,0.03823595564509363,0.0,0.0,0.0,0.1607123518556877,0.044151078568834795,0.03823595564509363,0.044151078568834795,0.031219527052723135,0.20590692270711408,0.1324532357065044,0.1287214076202055,0.12091270835166863,0.11037769642208697,0.23362554801682084,0.06980898471528259,0.05840638700420521,0.031219527052723135,0.022075539284417398,0.0,0.0,0.022075539284417398,0.0936585811581694,0.05407380704358752,0.031219527052723135,0.022075539284417398,0.0,0.0,0.05407380704358752,0.07321628085116325,0.0662266178532522,0.12091270835166863,0.721434568243933,0.11470786693528089,0.07647191129018727,0.022075539284417398,0.03823595564509363,0.022075539284417398,0.0,0.03823595564509363,0.06980898471528259,0.044151078568834795,0.05407380704358752,0.05840638700420521,0.05407380704358752,0.0,0.06243905410544627,0.06243905410544627,0.05840638700420521,0.05840638700420521,0.05840638700420521,0.05407380704358752,0.05407380704358752,0.05407380704358752,0.07959448882348655,0.04936240647992437,0.022075539284417398,0.022075539284417398,0.0,0.0,0.031219527052723135,0.05840638700420521,0.044151078568834795,0.101162829777814,0.202325659555628,0.05407380704358752,0.10814761408717503,0.04936240647992437,0.0,0.0,0.0,0.0,0.03823595564509363,0.0,0.031219527052723135,0.031219527052723135,0.04936240647992437,0.044151078568834795,0.044151078568834795,0.03823595564509363,0.044151078568834795,0.022075539284417398,0.022075539284417398
In,0.0,0.0,0.01841773671709393,0.0319004557544335,0.04118331129111584,0.0,0.0,0.0,0.0,0.0,0.0319004557544335,0.10087809858143489,0.2329679894853162,0.07133158758013766,0.02604661305353116,0.03683547343418786,0.0,0.0,0.03683547343418786,0.0319004557544335,0.1289241570196575,0.07133158758013766,0.07813983916059349,0.10254561813742159,0.07133158758013766,0.10087809858143489,0.06891286063517214,0.06891286063517214,0.05209322610706232,0.086386842558136,0.2329679894853162,0.0957013672633005,0.03683547343418786,0.0,0.0,0.0,0.01841773671709393,0.0319004557544335,0.10580184237878973,0.05525321015128179,0.0319004557544335,0.048728751066093715,0.0,0.04118331129111584,0.0957013672633005,0.09391239891667626,0.06891286063517214,0.0957013672633005,0.6993891500266742,0.20006783110250986,0.06640609411147796,0.03683547343418786,0.01841773671709393,0.0,0.02604661305353116,0.02604661305353116,0.063800911508867,0.063800911508867,0.063800911508867,0.06640609411147796,0.01841773671709393,0.06640609411147796,0.063800911508867,0.07593827386939492,0.06891286063517214,0.08028105311855101,0.08440067263585041,0.09208868358546965,0.08440067263585041,0.09745750213218743,0.0957013672633005,0.02604661305353116,0.02604661305353116,0.01841773671709393,0.0,0.01841773671709393,0.07593827386939492,0.09391239891667626,0.05824199737132905,0.07593827386939492,0.20175619716286977,0.15409384090421424,0.048728751066093715,0.0,0.0,0.0,0.0,0.0,0.0,0.05525321015128179,0.01841773671709393,0.05209322610706232,0.05209322610706232,0.05824199737132905,0.04511405717380271,0.048728751066093715,0.0319004557544335,0.02604661305353116
Sn,0.0,0.0,0.017617214086056335,0.03523442817211267,0.017617214086056335,0.03523442817211267,0.024914503091731197,0.0,0.0,0.0,0.017617214086056335,0.055710522538739635,0.1545904262102072,0.18727355454894162,0.052851642258169004,0.04315318520021031,0.0,0.0,0.0,0.04982900618346239,0.055710522538739635,0.11948575931499669,0.05842968897481279,0.055710522538739635,0.06591757921947061,0.03523442817211267,0.030513909884867674,0.04982900618346239,0.024914503091731197,0.07679165586784084,0.15559102193895205,0.22834519264013906,0.07263763450592957,0.04315318520021031,0.0,0.0,0.0,0.04661076726548912,0.052851642258169004,0.10422484408905566,0.04315318520021031,0.06823117676186691,0.024914503091731197,0.08448919066685785,0.07474350927519359,0.09487160129598483,0.030513909884867674,0.06102781976973535,0.1913719294833104,0.7253073579531172,0.13646235352373381,0.06823117676186691,0.0,0.0,0.0,0.04315318520021031,0.052851642258169004,0.06351976871810258,0.05842968897481279,0.04661076726548912,0.0,0.055710522538739635,0.04661076726548912,0.04982900618346239,0.055710522538739635,0.04315318520021031,0.04661076726548912,0.04661076726548912,0.04982900618346239,0.06351976871810258,0.04315318520021031,0.06823117676186691,0.03939328827058879,0.03523442817211267,0.04661076726548912,0.04315318520021031,0.08808607043028167,0.11552379833878167,0.04661076726548912,0.052851642258169004,0.12332049860239436,0.22284209015495854,0.08263205859342194,0.030513909884867674,0.0,0.0,0.0,0.017617214086056335,0.0,0.055710522538739635,0.03523442817211267,0.07263763450592957,0.04982900618346239,0.04982900618346239,0.03523442817211267,0.03939328827058879,0.017617214086056335,0.024914503091731197
Sb,0.01888473936501245,0.0,0.0,0.0,0.01888473936501245,0.056654218095037345,0.12808253401882996,0.07066022454239945,0.01888473936501245,0.0,0.0,0.01888473936501245,0.0755389574600498,0.09812798420369273,0.19351099450126166,0.12238709898166118,0.01888473936501245,0.0,0.0,0.01888473936501245,0.026707054531881675,0.0,0.0,0.01888473936501245,0.01888473936501245,0.01888473936501245,0.01888473936501245,0.03270932806789758,0.0,0.04222756095753405,0.07314028105816084,0.11943757882416249,0.2623551838837933,0.11943757882416249,0.01888473936501245,0.0,0.0,0.01888473936501245,0.03270932806789758,0.03270932806789758,0.0755389574600498,0.026707054531881675,0.0,0.06263359473740078,0.06263359473740078,0.03270932806789758,0.0,0.01888473936501245,0.06808989610432564,0.14628056211632168,0.7854780384772702,0.15225363627017022,0.01888473936501245,0.0,0.0,0.026707054531881675,0.026707054531881675,0.026707054531881675,0.026707054531881675,0.01888473936501245,0.0,0.01888473936501245,0.01888473936501245,0.026707054531881675,0.01888473936501245,0.026707054531881675,0.01888473936501245,0.01888473936501245,0.0377694787300249,0.03270932806789758,0.01888473936501245,0.01888473936501245,0.08012116359564501,0.01888473936501245,0.049964323934094765,0.0377694787300249,0.08012116359564501,0.0755389574600498,0.04222756095753405,0.026707054531881675,0.06541865613579516,0.09812798420369273,0.23887515764832498,0.056654218095037345,0.0,0.0,0.0,0.0,0.0,0.01888473936501245,0.01888473936501245,0.03270932806789758,0.01888473936501245,0.01888473936501245,0.01888473936501245,0.026707054531881675,0.0,0.0
Te,0.020340502363726694,0.0,0.028765814308264286,0.0,0.020340502363726694,0.04982385190300552,0.10763182159308461,0.11684729009048284,0.020340502363726694,0.0,0.0,0.028765814308264286,0.03523078354544948,0.028765814308264286,0.10953695748857718,0.25323721220104983,0.028765814308264286,0.0,0.0,0.0,0.03523078354544948,0.03523078354544948,0.020340502363726694,0.020340502363726694,0.03523078354544948,0.0,0.0,0.028765814308264286,0.020340502363726694,0.045482745981788045,0.020340502363726694,0.03523078354544948,0.1253872775983804,0.3064605688580361,0.03523078354544948,0.0,0.0,0.020340502363726694,0.045482745981788045,0.045482745981788045,0.028765814308264286,0.045482745981788045,0.0,0.03523078354544948,0.04068100472745339,0.045482745981788045,0.020340502363726694,0.03523078354544948,0.04068100472745339,0.07877842690820608,0.16399037278624048,0.8108184518457492,0.028765814308264286,0.0,0.0,0.020340502363726694,0.04068100472745339,0.028765814308264286,0.04068100472745339,0.03523078354544948,0.0,0.03523078354544948,0.0,0.03523078354544948,0.03523078354544948,0.03523078354544948,0.03523078354544948,0.028765814308264286,0.04068100472745339,0.04068100472745339,0.03523078354544948,0.020340502363726694,0.028765814308264286,0.07333872424111307,0.045482745981788045,0.03523078354544948,0.045482745981788045,0.053815910796542306,0.028765814308264286,0.03523078354544948,0.053815910796542306,0.04982385190300552,0.09321189175520575,0.08866219426433486,0.0,0.0,0.0,0.0,0.0,0.028765814308264286,0.020340502363726694,0.04982385190300552,0.03523078354544948,0.020340502363726694,0.0,0.028765814308264286,0.0,0.020340502363726694
I,0.07202305106510154,0.0,0.02400768368836718,0.0,0.0,0.041582527920294536,0.02400768368836718,0.0339519918732522,0.09898621567355607,0.0,0.0,0.02400768368836718,0.0,0.0,0.0,0.02400768368836718,0.24246571996929903,0.0,0.0,0.0,0.02400768368836718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02400768368836718,0.02400768368836718,0.0,0.0,0.041582527920294536,0.2950113562020697,0.0,0.0,0.0,0.0339519918732522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02400768368836718,0.02400768368836718,0.0,0.02400768368836718,0.0339519918732522,0.902765523698207,0.0,0.0,0.0,0.0339519918732522,0.02400768368836718,0.02400768368836718,0.02400768368836718,0.0,0.02400768368836718,0.0,0.02400768368836718,0.02400768368836718,0.02400768368836718,0.02400768368836718,0.02400768368836718,0.0339519918732522,0.0339519918732522,0.0,0.0,0.0,0.0,0.041582527920294536,0.0,0.0,0.0,0.02400768368836718,0.0,0.0,0.0,0.02400768368836718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Xe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09950371902099892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9950371902099892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cs,0.02803860770460221,0.0,0.0686802819743445,0.0,0.0,0.0,0.0,0.0,0.0198262896429536,0.0,0.10491086363278161,0.0198262896429536,0.0198262896429536,0.0,0.0,0.0,0.0,0.0,0.2546733016357186,0.0396525792859072,0.0198262896429536,0.0198262896429536,0.0,0.0198262896429536,0.03434014098717225,0.0,0.0,0.02803860770460221,0.03434014098717225,0.0198262896429536,0.0,0.0,0.0,0.0,0.0,0.0,0.3485143672087901,0.04856429311786321,0.0198262896429536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04856429311786321,0.03434014098717225,0.02803860770460221,0.0,0.0,0.0,0.0,0.0,0.8694229272426016,0.05607721540920442,0.0198262896429536,0.0,0.0198262896429536,0.0198262896429536,0.0,0.02803860770460221,0.0396525792859072,0.0198262896429536,0.0198262896429536,0.0198262896429536,0.0198262896429536,0.0198262896429536,0.0198262896429536,0.0198262896429536,0.0198262896429536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1300096754986737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ba,0.0,0.0,0.016729520440949854,0.02897637938998724,0.0,0.0,0.016729520440949854,0.0,0.0,0.0,0.04731822939917841,0.05290338875574598,0.023659114699589204,0.016729520440949854,0.0,0.016729520440949854,0.0,0.0,0.06897757984396599,0.1907458808046472,0.04731822939917841,0.03345904088189971,0.016729520440949854,0.016729520440949854,0.04097878872178819,0.02897637938998724,0.023659114699589204,0.03345904088189971,0.023659114699589204,0.02897637938998724,0.02897637938998724,0.023659114699589204,0.016729520440949854,0.016729520440949854,0.0,0.0,0.03740834493693613,0.28292186252863083,0.08023196150061182,0.050188561322849566,0.023659114699589204,0.0,0.0,0.016729520440949854,0.023659114699589204,0.016729520440949854,0.02897637938998724,0.05290338875574598,0.023659114699589204,0.04097878872178819,0.023659114699589204,0.016729520440949854,0.0,0.0,0.04731822939917841,0.8175242674023638,0.10970280183258238,0.10176170008806792,0.09314602771835699,0.09314602771835699,0.016729520440949854,0.09314602771835699,0.16046392300122364,0.08530415118145268,0.08364760220474927,0.08195757744357637,0.07846840633051941,0.07846840633051941,0.06897757984396599,0.10037712264569913,0.06259613373506567,0.03345904088189971,0.016729520440949854,0.0,0.0,0.0,0.0,0.016729520440949854,0.023659114699589204,0.044262150640124946,0.02897637938998724,0.11947267287288801,0.02897637938998724,0.0,0.0,0.0,0.0,0.02897637938998724,0.0,0.07097734409876762,0.02897637938998724,0.07097734409876762,0.05548554222521169,0.06259613373506567,0.044262150640124946,0.044262150640124946,0.023659114699589204,0.023659114699589204
La,0.0,0.0,0.034707022259156305,0.020038108644094225,0.020038108644094225,0.0,0.0,0.0,0.0,0.0,0.034707022259156305,0.05108735349586435,0.03168303165862303,0.020038108644094225,0.0,0.02454157079424187,0.0,0.0,0.02454157079424187,0.11597893875221287,0.10697422700784953,0.06011432593228267,0.03748786861257696,0.034707022259156305,0.04908314158848374,0.03748786861257696,0.020038108644094225,0.03748786861257696,0.020038108644094225,0.028338165008783604,0.034707022259156305,0.02454157079424187,0.014169082504391802,0.028338165008783604,0.0,0.0,0.014169082504391802,0.11854704944087949,0.18582577493662455,0.07630284445203595,0.0425072475131754,0.03168303165862303,0.0,0.0,0.028338165008783604,0.034707022259156305,0.03168303165862303,0.028338165008783604,0.04908314158848374,0.0425072475131754,0.020038108644094225,0.028338165008783604,0.020038108644094225,0.0,0.014169082504391802,0.09291288746831228,0.5145932994146439,0.27144057165237495,0.25504348507905245,0.2677169306353363,0.028338165008783604,0.22403286534360412,0.15650263154331925,0.2115895235606583,0.1879741211626273,0.18145279121211375,0.17237432829283703,0.17120567530422065,0.14792956429589232,0.15714272677728425,0.14026676050865958,0.05487662057054832,0.03748786861257696,0.020038108644094225,0.0,0.0,0.0,0.0425072475131754,0.02454157079424187,0.03748786861257696,0.03168303165862303,0.034707022259156305,0.06176159875933407,0.0,0.0,0.0,0.0,0.020038108644094225,0.034707022259156305,0.11939081133049809,0.02454157079424187,0.1321604033529513,0.10697422700784953,0.11246360583773087,0.07630284445203595,0.06645888788083773,0.03748786861257696,0.04007621728818845
