,H,He,Li,Be,B,C,N,O,F,Ne,Na,Mg,Al,Si,P,S,Cl,Ar,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Br,Kr,Rb,Sr,Y,Zr,Nb,Mo,Tc,Ru,Rh,Pd,Ag,Cd,In,Sn,Sb,Te,I,Xe,Cs,Ba,La,Ce,Pr,Nd,Pm,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,W,Re,Os,Ir,Pt,Au,Hg,Tl,Pb,Bi,Po,At,Rn,Fr,Ra,Ac,Th,Pa,U,Np,Pu,Am,Cm,Bk,Cf
Sc,0.0,0.0,0.04774552605594227,0.03376118524547577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10128355573642733,0.1085270265948522,0.03376118524547577,0.0,0.027565892320998563,0.0,0.0,0.0,0.07549230520984676,0.4782503572976388,0.15954913679387842,0.11026356928399425,0.1085270265948522,0.13504474098190308,0.10128355573642733,0.06464774788800366,0.07293249574894728,0.04358550273465041,0.058476088168908785,0.08717100546930082,0.019492029389636262,0.0,0.03376118524547577,0.0,0.0,0.019492029389636262,0.07293249574894728,0.20443412892643148,0.1818095466310848,0.1085270265948522,0.061639209090192236,0.0,0.019492029389636262,0.055131784641997125,0.04774552605594227,0.04358550273465041,0.038984058779272523,0.1364442057274538,0.061639209090192236,0.027565892320998563,0.03376118524547577,0.019492029389636262,0.0,0.019492029389636262,0.055131784641997125,0.14716159469918533,0.1432365781678268,0.14455675886984462,0.154713186938819,0.038984058779272523,0.15954913679387842,0.11026356928399425,0.1699275726278985,0.18076164426247668,0.17542826450672636,0.17434201093860163,0.18285144368018277,0.18491762727057673,0.17758083907700975,0.19098210422376907,0.1432365781678268,0.09746014694818131,0.038984058779272523,0.027565892320998563,0.019492029389636262,0.027565892320998563,0.055131784641997125,0.038984058779272523,0.027565892320998563,0.06464774788800366,0.04774552605594227,0.038984058779272523,0.0,0.0,0.0,0.0,0.027565892320998563,0.027565892320998563,0.11026356928399425,0.04358550273465041,0.1336306209562122,0.10128355573642733,0.11695217633781757,0.0702795114271846,0.07293249574894728,0.05157106231293967,0.038984058779272523
Ti,0.0,0.0,0.02674045327324298,0.04631582368667833,0.018908355841512122,0.018908355841512122,0.018908355841512122,0.0,0.0,0.0,0.0,0.08022135981972894,0.09263164737335666,0.09263164737335666,0.018908355841512122,0.018908355841512122,0.0,0.0,0.0,0.037816711683024244,0.15477156289887187,0.6566401299637954,0.2053973189558495,0.15477156289887187,0.1763654022044697,0.15592229668263835,0.11501503842229541,0.10696181309297192,0.06550046601018154,0.059793471268128055,0.07563342336604849,0.07796114834131918,0.0,0.03275023300509077,0.0,0.0,0.018908355841512122,0.037816711683024244,0.09263164737335666,0.22292622763476067,0.15932463828509524,0.1118633417256234,0.042280369004376345,0.1018246124384872,0.08456073800875269,0.06550046601018154,0.04631582368667833,0.03275023300509077,0.07323174727834017,0.12824270875548946,0.0,0.03275023300509077,0.0,0.0,0.018908355841512122,0.037816711683024244,0.08022135981972894,0.09263164737335666,0.08022135981972894,0.08241961230165831,0.0,0.08456073800875269,0.042280369004376345,0.08456073800875269,0.08456073800875269,0.08241961230165831,0.08868805023137787,0.08241961230165831,0.08868805023137787,0.0945417792075606,0.08241961230165831,0.18332331149951736,0.12962915671088254,0.0500268072577565,0.042280369004376345,0.03275023300509077,0.059793471268128055,0.08241961230165831,0.03275023300509077,0.03275023300509077,0.02674045327324298,0.059793471268128055,0.037816711683024244,0.0,0.0,0.0,0.0,0.018908355841512122,0.018908355841512122,0.06550046601018154,0.042280369004376345,0.08241961230165831,0.06271192172882044,0.07323174727834017,0.04631582368667833,0.042280369004376345,0.037816711683024244,0.0
V,0.0,0.0,0.019298691110661625,0.02729247070474676,0.0,0.019298691110661625,0.0,0.0,0.0,0.0,0.0,0.07474350927519359,0.1021190746157271,0.04727194592470655,0.10745056461520633,0.019298691110661625,0.0,0.0,0.0,0.02729247070474676,0.10916988281898704,0.2096374453025941,0.7333502622051418,0.2250594789994931,0.16488808912921907,0.18206348781137027,0.12801303471806344,0.11579214666396975,0.05105953730786355,0.06958242034883158,0.08187741211424028,0.02729247070474676,0.0771947644426465,0.019298691110661625,0.0,0.019298691110661625,0.0,0.03342631352324378,0.06400651735903172,0.11579214666396975,0.17153051859128063,0.12945955560063094,0.02729247070474676,0.06685262704648756,0.08843771282817829,0.057896073331984876,0.04315318520021031,0.03859738222132325,0.08187741211424028,0.06400651735903172,0.0,0.019298691110661625,0.0,0.0,0.0,0.019298691110661625,0.05105953730786355,0.06102781976973535,0.04727194592470655,0.05105953730786355,0.0,0.05458494140949352,0.02729247070474676,0.06102781976973535,0.05458494140949352,0.06102781976973535,0.05458494140949352,0.057896073331984876,0.06102781976973535,0.06685262704648756,0.057896073331984876,0.10392663219289448,0.14823605916408825,0.0771947644426465,0.03342631352324378,0.019298691110661625,0.05458494140949352,0.05458494140949352,0.03342631352324378,0.0,0.03859738222132325,0.03859738222132325,0.03859738222132325,0.0,0.0,0.0,0.0,0.0,0.019298691110661625,0.04727194592470655,0.04315318520021031,0.06400651735903172,0.05105953730786355,0.06958242034883158,0.03859738222132325,0.03859738222132325,0.03859738222132325,0.0
Cr,0.0,0.0,0.0200643088476282,0.0401286176952564,0.0,0.028375217691958287,0.0,0.0200643088476282,0.0,0.0,0.0200643088476282,0.04914731871829905,0.13900960937138318,0.04914731871829905,0.06950480468569159,0.06344891563557342,0.0,0.0,0.0200643088476282,0.028375217691958287,0.11171334376663941,0.1642334460416384,0.23398803938767795,0.6523215077217621,0.20657470292971303,0.24573659359149522,0.17376201171422895,0.14744195615489714,0.13157047180093065,0.056750435383916574,0.11526067913468745,0.04486515850484713,0.0601929265428846,0.06344891563557342,0.0,0.0,0.0200643088476282,0.028375217691958287,0.07234289435686926,0.08745829463880035,0.11526067913468745,0.13459547551454137,0.034752402342845795,0.11171334376663941,0.15148220985773095,0.11171334376663941,0.0601929265428846,0.028375217691958287,0.11171334376663941,0.06344891563557342,0.0200643088476282,0.0200643088476282,0.0,0.0,0.0200643088476282,0.0200643088476282,0.04914731871829905,0.05308517143921717,0.05308517143921717,0.05308517143921717,0.0,0.056750435383916574,0.034752402342845795,0.06344891563557342,0.05308517143921717,0.06654578412539087,0.06654578412539087,0.06344891563557342,0.06344891563557342,0.07770873402002615,0.06654578412539087,0.06950480468569159,0.09622504486493763,0.0982946374365981,0.0601929265428846,0.09194621406122841,0.0802572353905128,0.09622504486493763,0.07507376941024181,0.0,0.028375217691958287,0.028375217691958287,0.034752402342845795,0.0,0.0,0.0,0.0,0.0,0.0200643088476282,0.0401286176952564,0.034752402342845795,0.056750435383916574,0.05308517143921717,0.056750435383916574,0.0401286176952564,0.0401286176952564,0.0401286176952564,0.0
Mn,0.0,0.0,0.052432250509307624,0.0428107532711957,0.015135886972883325,0.02140537663559785,0.0,0.0,0.0,0.0,0.03027177394576665,0.16371964974107475,0.10040011591656436,0.04786387724118253,0.015135886972883325,0.0428107532711957,0.026216125254653812,0.0,0.015135886972883325,0.08150924585113689,0.10486450101861525,0.1411781551007918,0.12932107498501796,0.15583349412859004,0.6649462336910296,0.25507450116676766,0.21724084638464108,0.19085627272502198,0.1411781551007918,0.17057278345591712,0.0624068607266083,0.05020005795828218,0.015135886972883325,0.015135886972883325,0.0,0.015135886972883325,0.026216125254653812,0.0428107532711957,0.0771781830302669,0.08290266722896782,0.09081532183729994,0.06421612990679354,0.03027177394576665,0.1248137214532166,0.11225074206914828,0.0992526483354659,0.07099360279651809,0.1411781551007918,0.05862103817605491,0.05663330329746436,0.015135886972883325,0.026216125254653812,0.0,0.0,0.026216125254653812,0.03707519988800323,0.052432250509307624,0.05457321658035825,0.05862103817605491,0.0605435478915333,0.015135886972883325,0.06936134776353385,0.0428107532711957,0.07258916387785218,0.06936134776353385,0.07415039977600646,0.07864837576396144,0.07567943486441663,0.07099360279651809,0.0771781830302669,0.0771781830302669,0.08009158560526303,0.06768974434224126,0.040045792802631514,0.05663330329746436,0.0856215065423914,0.0856215065423914,0.09206800614148362,0.06421612990679354,0.06936134776353385,0.03027177394576665,0.04540766091864997,0.02140537663559785,0.0,0.0,0.0,0.0,0.02140537663559785,0.0,0.026216125254653812,0.015135886972883325,0.05457321658035825,0.03384487217112063,0.040045792802631514,0.03027177394576665,0.03027177394576665,0.015135886972883325,0.015135886972883325
Fe,0.0,0.0,0.035190767153889344,0.03801037281706754,0.024883630089671975,0.014366570530687189,0.0,0.0,0.0,0.0,0.024883630089671975,0.13854618883112044,0.15737789507292674,0.04764852397446646,0.0,0.04976726017934395,0.0,0.0,0.0,0.06583589693379592,0.07465089026901593,0.11846977555181848,0.13553395531886334,0.1759538357694467,0.242109750036944,0.687196785560456,0.2706869295490445,0.23431167445160245,0.14860896111275868,0.13167179386759184,0.12019935281408409,0.020317398889287453,0.0,0.014366570530687189,0.0,0.014366570530687189,0.0,0.024883630089671975,0.057466282122748756,0.04543108504242547,0.04764852397446646,0.07038153430777869,0.028733141061374378,0.14509525002200233,0.14651084695876204,0.1084652289093281,0.05375478474875454,0.08619942318412313,0.07868894753646337,0.028733141061374378,0.014366570530687189,0.0,0.0,0.0,0.0,0.024883630089671975,0.03801037281706754,0.043099711592061565,0.040634797778574906,0.043099711592061565,0.0,0.043099711592061565,0.028733141061374378,0.03801037281706754,0.03212462831016178,0.043099711592061565,0.035190767153889344,0.03801037281706754,0.03212462831016178,0.04764852397446646,0.040634797778574906,0.040634797778574906,0.04543108504242547,0.04543108504242547,0.035190767153889344,0.09637388493048533,0.10158699444643726,0.10941254147110446,0.06424925662032356,0.040634797778574906,0.035190767153889344,0.03212462831016178,0.028733141061374378,0.0,0.0,0.0,0.0,0.0,0.0,0.014366570530687189,0.020317398889287453,0.028733141061374378,0.028733141061374378,0.03801037281706754,0.020317398889287453,0.020317398889287453,0.014366570530687189,0.0
Co,0.0,0.0,0.03716470731235832,0.050321251583775636,0.050321251583775636,0.0,0.0,0.015172428225860112,0.0,0.0,0.015172428225860112,0.1415189892183811,0.10940993588327151,0.05677002814658693,0.0,0.050321251583775636,0.0,0.0,0.0,0.054704967941635756,0.050321251583775636,0.09229027790590097,0.10064250316755127,0.13139708280690918,0.21776531202969077,0.28587045192788146,0.6596081207263724,0.324349469351927,0.1598514503776719,0.1662056238286334,0.06613508136464834,0.04291410754228745,0.015172428225860112,0.0,0.0,0.015172428225860112,0.0,0.030344856451720224,0.04291410754228745,0.03716470731235832,0.030344856451720224,0.062557524172324,0.026279416561381833,0.16895301034708052,0.19311348394029354,0.14313640161024732,0.05677002814658693,0.08846969911298333,0.05677002814658693,0.026279416561381833,0.015172428225860112,0.0,0.0,0.0,0.0,0.021457053771143726,0.021457053771143726,0.030344856451720224,0.030344856451720224,0.021457053771143726,0.0,0.030344856451720224,0.021457053771143726,0.026279416561381833,0.021457053771143726,0.030344856451720224,0.021457053771143726,0.026279416561381833,0.021457053771143726,0.030344856451720224,0.021457053771143726,0.021457053771143726,0.026279416561381833,0.03392658089675974,0.030344856451720224,0.10064250316755127,0.1423299929307282,0.13399925785231936,0.0788382496841455,0.04551728467758033,0.015172428225860112,0.030344856451720224,0.026279416561381833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015172428225860112,0.021457053771143726,0.015172428225860112,0.021457053771143726,0.015172428225860112,0.015172428225860112,0.015172428225860112,0.0
Ni,0.0,0.0,0.047658361596946516,0.0321312608338848,0.024888767620456494,0.0,0.0,0.0,0.0,0.0,0.024888767620456494,0.13479820266176568,0.10261901779059485,0.0658494895626047,0.0,0.04977753524091299,0.0,0.0,0.020321593665607422,0.057478146741874396,0.053765883083702726,0.08128637466242969,0.08621722011281159,0.10559409815880576,0.18119296328569007,0.23436005097208318,0.3071856086174086,0.6724574709046744,0.20014448631844797,0.1520728820998771,0.07466630286136948,0.055652976275536406,0.014369536685468599,0.024888767620456494,0.0,0.014369536685468599,0.014369536685468599,0.038018220524969275,0.047658361596946516,0.047658361596946516,0.040643187331214845,0.053765883083702726,0.024888767620456494,0.1370766435046742,0.1765758229990992,0.212649723765518,0.06891387701156887,0.07870519383529169,0.053765883083702726,0.040643187331214845,0.024888767620456494,0.020321593665607422,0.0,0.0,0.020321593665607422,0.028739073370937198,0.038018220524969275,0.047658361596946516,0.045440464847427336,0.0321312608338848,0.0,0.045440464847427336,0.028739073370937198,0.028739073370937198,0.0321312608338848,0.03519803271960192,0.024888767620456494,0.024888767620456494,0.028739073370937198,0.040643187331214845,0.028739073370937198,0.028739073370937198,0.0321312608338848,0.0321312608338848,0.028739073370937198,0.08621722011281159,0.12527071655491606,0.18119296328569007,0.10848762288683714,0.047658361596946516,0.014369536685468599,0.028739073370937198,0.024888767620456494,0.014369536685468599,0.0,0.0,0.0,0.0,0.0,0.0,0.020321593665607422,0.028739073370937198,0.028739073370937198,0.0321312608338848,0.014369536685468599,0.014369536685468599,0.014369536685468599,0.0
Cu,0.030656966974248294,0.0,0.053099424405359155,0.034275531069192615,0.015328483487124147,0.0,0.015328483487124147,0.0,0.0,0.0,0.040555355282690636,0.08937964983435143,0.06320095649794898,0.040555355282690636,0.015328483487124147,0.0,0.0,0.0,0.040555355282690636,0.030656966974248294,0.034275531069192615,0.053099424405359155,0.040555355282690636,0.10051558813759494,0.14297457579341954,0.15855906610348405,0.16149559457666074,0.2135010697090703,0.812120356649315,0.1254690447999327,0.043355498476206004,0.040555355282690636,0.015328483487124147,0.0,0.0,0.0,0.04598545046137244,0.015328483487124147,0.034275531069192615,0.030656966974248294,0.026549712202679578,0.026549712202679578,0.015328483487124147,0.08534538409583828,0.12640191299589795,0.16650995138361682,0.1761108673364167,0.07664241743562072,0.043355498476206004,0.021677749238103002,0.0,0.015328483487124147,0.0,0.0,0.026549712202679578,0.021677749238103002,0.021677749238103002,0.030656966974248294,0.026549712202679578,0.021677749238103002,0.0,0.026549712202679578,0.021677749238103002,0.021677749238103002,0.021677749238103002,0.021677749238103002,0.021677749238103002,0.021677749238103002,0.021677749238103002,0.021677749238103002,0.021677749238103002,0.015328483487124147,0.021677749238103002,0.0,0.0,0.059366961268247205,0.0781602364146308,0.11159304422228562,0.17069076819167656,0.059366961268247205,0.040555355282690636,0.0,0.015328483487124147,0.0,0.0,0.0,0.0,0.0,0.0,0.015328483487124147,0.015328483487124147,0.015328483487124147,0.015328483487124147,0.015328483487124147,0.015328483487124147,0.015328483487124147,0.015328483487124147,0.0
Zn,0.0,0.0,0.04976946144259466,0.08199563276996824,0.018811088266103348,0.018811088266103348,0.04976946144259466,0.02660289614892074,0.0,0.0,0.037622176532206696,0.19996461116490039,0.11442338285918595,0.05320579229784148,0.04607756775840915,0.03258176062255373,0.0,0.0,0.0,0.07524435306441339,0.05643326479831004,0.05948588418735415,0.0678243432907146,0.05320579229784148,0.21199019860102408,0.1724064717678284,0.20606514749131094,0.19907784577037865,0.15397539348088635,0.731942320963386,0.07756010385396107,0.05643326479831004,0.04607756775840915,0.03258176062255373,0.0,0.018811088266103348,0.018811088266103348,0.04607756775840915,0.05320579229784148,0.037622176532206696,0.02660289614892074,0.02660289614892074,0.0,0.05643326479831004,0.0862032358839142,0.08823182486276072,0.08823182486276072,0.19907784577037865,0.08823182486276072,0.08199563276996824,0.04206287209375574,0.04206287209375574,0.018811088266103348,0.0,0.018811088266103348,0.03258176062255373,0.037622176532206696,0.04607756775840915,0.04607756775840915,0.04607756775840915,0.0,0.0678243432907146,0.037622176532206696,0.05643326479831004,0.05320579229784148,0.05948588418735415,0.04976946144259466,0.04976946144259466,0.04976946144259466,0.05948588418735415,0.037622176532206696,0.0,0.03258176062255373,0.02660289614892074,0.0,0.04206287209375574,0.07524435306441339,0.07285503157865601,0.06516352124510746,0.1189717683747083,0.07524435306441339,0.037622176532206696,0.02660289614892074,0.018811088266103348,0.0,0.0,0.0,0.0,0.0,0.02660289614892074,0.03258176062255373,0.037622176532206696,0.02660289614892074,0.037622176532206696,0.02660289614892074,0.02660289614892074,0.018811088266103348,0.0
Ga,0.0,0.0,0.03416599442570458,0.04831801268879498,0.09460135486562786,0.0,0.0,0.01972574607881179,0.0,0.0,0.01972574607881179,0.03416599442570458,0.33417533085339013,0.15022680648011527,0.01972574607881179,0.01972574607881179,0.0,0.0,0.01972574607881179,0.0,0.08821621827824618,0.07890298431524716,0.0836892528977506,0.11331578409943621,0.0813313346270544,0.16503743237703108,0.0859825337434843,0.10249798327711372,0.05579283526516707,0.0813313346270544,0.7046261806622772,0.14892611700722022,0.03416599442570458,0.0,0.0,0.0,0.0,0.0,0.06237828615518053,0.0521894185497435,0.03416599442570458,0.04410810913912309,0.0,0.03945149215762358,0.10249798327711372,0.10058196417603767,0.06237828615518053,0.06237828615518053,0.24951314462072213,0.17421307227796995,0.07639748605475431,0.01972574607881179,0.01972574607881179,0.0,0.0,0.03416599442570458,0.04831801268879498,0.03945149215762358,0.04410810913912309,0.04410810913912309,0.0,0.03945149215762358,0.027896417632583534,0.04831801268879498,0.03945149215762358,0.04410810913912309,0.04410810913912309,0.04831801268879498,0.03945149215762358,0.03945149215762358,0.03945149215762358,0.03945149215762358,0.01972574607881179,0.01972574607881179,0.0,0.03416599442570458,0.08821621827824618,0.104378837099487,0.0836892528977506,0.07112218893393864,0.130845796906486,0.10804236090984295,0.03945149215762358,0.0,0.0,0.0,0.0,0.0,0.0,0.027896417632583534,0.0,0.027896417632583534,0.027896417632583534,0.04410810913912309,0.01972574607881179,0.01972574607881179,0.01972574607881179,0.0
Ge,0.0,0.0,0.0,0.023622779563076703,0.0668153104781061,0.050111482858579574,0.023622779563076703,0.023622779563076703,0.0,0.0,0.016703827619526525,0.028931878117892235,0.08838834764831845,0.4064216670264658,0.12938729237669144,0.03340765523905305,0.0,0.0,0.0,0.023622779563076703,0.016703827619526525,0.06887164562741747,0.023622779563076703,0.037350894041699806,0.0554003287767449,0.023622779563076703,0.04724555912615341,0.06469364618834572,0.04419417382415922,0.050111482858579574,0.126111132962728,0.775244777012857,0.11329087089687073,0.028931878117892235,0.0,0.0,0.0,0.023622779563076703,0.023622779563076703,0.037350894041699806,0.023622779563076703,0.023622779563076703,0.0,0.04419417382415922,0.07654655446197432,0.08351913809763263,0.037350894041699806,0.04419417382415922,0.08679563435367671,0.21650635094610968,0.10564428184106457,0.028931878117892235,0.0,0.0,0.0,0.023622779563076703,0.028931878117892235,0.028931878117892235,0.028931878117892235,0.03340765523905305,0.0,0.028931878117892235,0.023622779563076703,0.028931878117892235,0.023622779563076703,0.023622779563076703,0.023622779563076703,0.023622779563076703,0.016703827619526525,0.023622779563076703,0.023622779563076703,0.028931878117892235,0.023622779563076703,0.0,0.023622779563076703,0.03340765523905305,0.06887164562741747,0.08351913809763263,0.0783478963160011,0.037350894041699806,0.06022650697871448,0.11811389781538353,0.0668153104781061,0.0,0.0,0.0,0.0,0.016703827619526525,0.0,0.023622779563076703,0.016703827619526525,0.03340765523905305,0.023622779563076703,0.023622779563076703,0.016703827619526525,0.023622779563076703,0.0,0.0
As,0.01958526645373186,0.0,0.0,0.0,0.05181774439751042,0.05181774439751042,0.143921727864275,0.07834106581492745,0.01958526645373186,0.0,0.0,0.01958526645373186,0.02769774944155841,0.11586799891354219,0.3386609158982458,0.12540689432647098,0.0,0.0,0.0,0.01958526645373186,0.0,0.0,0.07834106581492745,0.05875579936119559,0.01958526645373186,0.0,0.01958526645373186,0.01958526645373186,0.01958526645373186,0.04797390928809167,0.033922676577637915,0.13283373989664313,0.7926590694998066,0.12073169077926325,0.0,0.0,0.0,0.01958526645373186,0.01958526645373186,0.0,0.0,0.0,0.0,0.0,0.02769774944155841,0.01958526645373186,0.0,0.02769774944155841,0.03917053290746372,0.0807521222946027,0.27208721722692014,0.12073169077926325,0.0,0.0,0.0,0.01958526645373186,0.01958526645373186,0.01958526645373186,0.01958526645373186,0.01958526645373186,0.0,0.01958526645373186,0.01958526645373186,0.02769774944155841,0.01958526645373186,0.02769774944155841,0.01958526645373186,0.01958526645373186,0.01958526645373186,0.01958526645373186,0.01958526645373186,0.0,0.0,0.0,0.0,0.0,0.02769774944155841,0.02769774944155841,0.033922676577637915,0.02769774944155841,0.01958526645373186,0.04379398714799068,0.1718600156490827,0.05539549888311682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01958526645373186,0.01958526645373186,0.01958526645373186,0.01958526645373186,0.02769774944155841,0.0,0.0
Se,0.01743420109386017,0.0,0.024655683636076897,0.0,0.01743420109386017,0.049311367272153794,0.09388604617116164,0.11952286093343938,0.01743420109386017,0.0,0.0,0.024655683636076897,0.0,0.0,0.09862273454430759,0.3803693613631753,0.024655683636076897,0.0,0.0,0.030196922083938708,0.030196922083938708,0.030196922083938708,0.01743420109386017,0.055131784641997125,0.01743420109386017,0.01743420109386017,0.0,0.030196922083938708,0.0,0.030196922083938708,0.0,0.030196922083938708,0.10747163335356867,0.8210749866721078,0.030196922083938708,0.0,0.0,0.030196922083938708,0.030196922083938708,0.03486840218772034,0.024655683636076897,0.024655683636076897,0.0,0.0,0.0,0.024655683636076897,0.0,0.01743420109386017,0.0,0.04270489675302974,0.11026356928399425,0.26267272505214967,0.030196922083938708,0.0,0.0,0.01743420109386017,0.03486840218772034,0.024655683636076897,0.030196922083938708,0.030196922083938708,0.0,0.03486840218772034,0.024655683636076897,0.03486840218772034,0.03486840218772034,0.03486840218772034,0.030196922083938708,0.030196922083938708,0.030196922083938708,0.024655683636076897,0.024655683636076897,0.0,0.024655683636076897,0.01743420109386017,0.024655683636076897,0.01743420109386017,0.01743420109386017,0.038984058779272523,0.0,0.024655683636076897,0.01743420109386017,0.03486840218772034,0.06523280730534421,0.07188305260824442,0.0,0.0,0.0,0.0,0.01743420109386017,0.024655683636076897,0.0,0.024655683636076897,0.024655683636076897,0.01743420109386017,0.01743420109386017,0.024655683636076897,0.01743420109386017,0.0
Br,0.06997114285413196,0.0,0.024738534799764674,0.0,0.024738534799764674,0.024738534799764674,0.03498557142706598,0.04284839917800317,0.11336620830222083,0.0,0.024738534799764674,0.0,0.0,0.0,0.0,0.04284839917800317,0.4176345347922784,0.0,0.024738534799764674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04284839917800317,0.8341693073306724,0.0,0.024738534799764674,0.0,0.024738534799764674,0.0,0.024738534799764674,0.0,0.0,0.0,0.0,0.024738534799764674,0.024738534799764674,0.0,0.0,0.0,0.024738534799764674,0.04284839917800317,0.3039922050150535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024738534799764674,0.024738534799764674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04284839917800317,0.0,0.0,0.0,0.03498557142706598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2294157338705618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2294157338705618,0.0,0.2294157338705618,0.2294157338705618,0.2294157338705618,0.2294157338705618,0.0,0.2294157338705618,0.0,0.0,0.0,0.0,0.0,0.7254762501100117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2294157338705618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2294157338705618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rb,0.04228603876758326,0.0,0.09455445718350759,0.02114301938379163,0.0,0.0,0.0,0.0,0.02114301938379163,0.0,0.16240261343691464,0.02114301938379163,0.02114301938379163,0.0,0.0,0.0,0.02114301938379163,0.0,0.37286120816506757,0.029900744762075358,0.02114301938379163,0.02114301938379163,0.0,0.02114301938379163,0.03662078379814072,0.0,0.0,0.02114301938379163,0.06342905815137488,0.02114301938379163,0.0,0.0,0.0,0.0,0.02114301938379163,0.0,0.7936380922981926,0.04228603876758326,0.02114301938379163,0.0,0.0,0.0,0.0,0.0,0.0,0.02114301938379163,0.059801489524150715,0.02114301938379163,0.02114301938379163,0.0,0.0,0.0,0.0,0.0,0.37166036379601614,0.047277228591753796,0.02114301938379163,0.0,0.02114301938379163,0.02114301938379163,0.0,0.029900744762075358,0.03662078379814072,0.02114301938379163,0.02114301938379163,0.02114301938379163,0.02114301938379163,0.02114301938379163,0.02114301938379163,0.029900744762075358,0.02114301938379163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16648030110835962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sr,0.0,0.0,0.03508771929824562,0.0303868562731382,0.0,0.0,0.0,0.0,0.0,0.0,0.052631578947368425,0.08228799578637597,0.01754385964912281,0.01754385964912281,0.0,0.024810764252159567,0.0,0.0,0.055478555441550524,0.29093199915398243,0.06564311204866564,0.03508771929824562,0.0303868562731382,0.024810764252159567,0.04962152850431913,0.0303868562731382,0.03508771929824562,0.04641668966779984,0.01754385964912281,0.042973504259354006,0.0,0.024810764252159567,0.01754385964912281,0.0303868562731382,0.0,0.0,0.03508771929824562,0.6964713417992705,0.1067151321104951,0.052631578947368425,0.0303868562731382,0.01754385964912281,0.0,0.01754385964912281,0.024810764252159567,0.024810764252159567,0.01754385964912281,0.07443229275647868,0.0303868562731382,0.04641668966779984,0.01754385964912281,0.01754385964912281,0.0,0.0,0.042973504259354006,0.2966935881629432,0.14678246079545185,0.12651057106891192,0.12651057106891192,0.1277212261277284,0.01754385964912281,0.1252882180446114,0.20979404812458594,0.11768778828946264,0.10814761408717502,0.10379087338771256,0.0976800765408776,0.10078180081645664,0.09116056881941459,0.14252698955501686,0.07647191129018725,0.01754385964912281,0.03922926276315421,0.01754385964912281,0.0,0.0,0.0,0.01754385964912281,0.01754385964912281,0.04962152850431913,0.0303868562731382,0.1215474250925528,0.024810764252159567,0.0,0.0,0.0,0.0,0.0303868562731382,0.0,0.09283337933559968,0.03508771929824562,0.09116056881941459,0.07017543859649124,0.07443229275647868,0.055478555441550524,0.052631578947368425,0.0303868562731382,0.024810764252159567
